season,player,team,position,G,A,P,+/-,PIM,PPP,SHP,GWG,SOG,FW,HIT,BLK,GP
2024/25,Jesper Bratt,NJD,W,21,67,88,5,18,0,0,0,180,0,96,42,0
2024/25,Mikko Rantanen,3TM,RW,32,56,88,13,60,0,0,0,212,0,48,44,0
2024/25,Mikko Rantanen,COL,RW,25,39,64,12,28,0,0,0,135,0,28,32,0
2024/25,Mikko Rantanen,CAR,RW,2,4,6,-3,10,0,0,0,40,0,10,3,0
2024/25,Mikko Rantanen,DAL,RW,5,13,18,4,22,0,0,0,37,0,10,9,0
2024/25,Mark Scheifele,WPG,C,39,48,87,12,61,0,0,0,180,0,73,60,0
2024/25,William Nylander,TOR,C,45,39,84,10,26,0,0,0,253,0,14,27,0
2024/25,Martin Nečas,2TM,C,27,56,83,5,16,0,0,0,194,0,62,23,0
2024/25,Martin Nečas,CAR,C,16,39,55,4,10,0,0,0,113,0,40,16,0
2024/25,Martin Nečas,COL,C,11,17,28,1,6,0,0,0,81,0,22,7,0
2024/25,Matt Duchene,DAL,C,30,52,82,13,12,0,0,0,152,0,29,21,0
2024/25,Brayden Point,TBL,C,42,40,82,17,7,0,0,0,189,0,26,45,0
2024/25,Dylan Strome,WSH,C,29,53,82,2,34,0,0,0,149,0,23,54,0
2024/25,Zach Werenski,CBJ,D,23,59,82,12,31,0,0,0,298,0,19,131,0
2024/25,Sam Reinhart,FLA,C,39,42,81,6,27,0,0,0,213,0,103,62,0
2024/25,Robert Thomas,STL,C,21,60,81,20,20,0,0,0,145,0,13,48,0
2024/25,Jake Guentzel,TBL,C,41,39,80,18,24,0,0,0,217,0,28,52,0
2024/25,Lucas Raymond,DET,LW,27,53,80,-15,18,0,0,0,192,0,42,34,0
2024/25,Jason Robertson,DAL,LW,35,45,80,10,18,0,0,0,211,0,60,45,0
2024/25,Tim Stützle,OTT,LW,24,55,79,0,46,0,0,0,162,0,130,45,0
2024/25,Auston Matthews,TOR,C,33,45,78,11,20,0,0,0,261,0,45,89,0
2024/25,Filip Forsberg,NSH,C,31,45,76,-27,44,0,0,0,281,0,151,52,0
2024/25,Quinn Hughes,VAN,D,16,60,76,2,29,0,0,0,192,0,13,67,0
2024/25,Travis Konecny,PHI,RW,24,52,76,-17,53,0,0,0,188,0,94,42,0
2024/25,Sebastian Aho,CAR,F,29,45,74,7,46,0,0,0,207,0,59,30,0
2024/25,Kirill Marchenko,CBJ,RW,31,43,74,29,20,0,0,0,207,0,55,38,0
2024/25,John Tavares,TOR,C,38,36,74,10,46,0,0,0,200,0,92,45,0
2024/25,Matt Boldy,MIN,LW,27,46,73,1,51,0,0,0,271,0,52,69,0
2024/25,Adrian Kempe,LAK,LW,35,38,73,22,36,0,0,0,237,0,100,36,0
2024/25,Alex Ovechkin,WSH,LW,44,29,73,15,14,0,0,0,237,0,110,13,0
2024/25,Tage Thompson,BUF,C,44,28,72,-2,35,0,0,0,242,0,70,31,0
2024/25,Aleksander Barkov,FLA,C,20,51,71,1,16,0,0,0,149,0,87,54,0
2024/25,Wyatt Johnston,DAL,C,33,38,71,2,14,0,0,0,202,0,45,47,0
2024/25,Cole Caufield,MTL,RW,37,33,70,9,14,0,0,0,239,0,66,31,0
2024/25,Alex DeBrincat,DET,RW,39,31,70,-13,29,0,0,0,244,0,33,38,0
2024/25,Jack Hughes,NJD,C,27,43,70,12,18,0,0,0,229,0,7,29,0
2024/25,Jordan Kyrou,STL,C,36,34,70,23,20,0,0,0,239,0,50,36,0
2024/25,Dylan Larkin,DET,C,30,40,70,-16,40,0,0,0,234,0,44,33,0
2024/25,Rickard Rakell,PIT,RW,35,35,70,-22,14,0,0,0,203,0,116,77,0
2024/25,J.T. Miller,2TM,C,22,48,70,-6,55,0,0,0,137,0,168,50,0
2024/25,J.T. Miller,VAN,C,9,26,35,-4,37,0,0,0,82,0,92,28,0
2024/25,J.T. Miller,NYR,C,13,22,35,-2,18,0,0,0,55,0,76,22,0
2024/25,Nico Hischier,NJD,C,35,34,69,9,20,0,0,0,187,0,44,60,0
2024/25,Drake Batherson,OTT,C,26,42,68,-9,30,0,0,0,192,0,149,30,0
2024/25,Rasmus Dahlin,BUF,D,17,51,68,11,54,0,0,0,200,0,101,98,0
2024/25,JJ Peterka,BUF,RW,27,41,68,-1,34,0,0,0,173,0,30,16,0
2024/25,Connor Bedard,CHI,C,23,44,67,-36,70,0,0,0,195,0,47,37,0
2024/25,Evan Bouchard,EDM,D,14,53,67,14,32,0,0,0,235,0,31,108,0
2024/25,Roope Hintz,DAL,LW,28,39,67,18,30,0,0,0,160,0,53,46,0
2024/25,Seth Jarvis,CAR,C,32,35,67,12,16,0,0,0,204,0,93,51,0
2024/25,Nazem Kadri,CGY,C,35,32,67,-17,72,0,0,0,279,0,55,30,0
2024/25,Anže Kopitar,LAK,C,21,46,67,14,4,0,0,0,98,0,31,67,0
2024/25,Mark Stone,VEG,RW,19,48,67,22,14,0,0,0,131,0,32,42,0
2024/25,Alex Tuch,BUF,RW,36,31,67,16,47,0,0,0,196,0,73,113,0
2024/25,Pierre-Luc Dubois,WSH,LW,20,46,66,27,76,0,0,0,142,0,65,62,0
2024/25,Victor Hedman,TBL,D,15,51,66,18,30,0,0,0,181,0,39,133,0
2024/25,Lane Hutson,MTL,D,6,60,66,-2,34,0,0,0,91,0,40,123,0
2024/25,Aliaksei Protas,WSH,C,30,36,66,40,18,0,0,0,142,0,20,33,0
2024/25,Mikael Granlund,2TM,C,22,44,66,0,28,0,0,0,169,0,57,60,0
2024/25,Mikael Granlund,SJS,C,15,30,45,-8,20,0,0,0,126,0,37,37,0
2024/25,Mikael Granlund,DAL,C,7,14,21,8,8,0,0,0,43,0,20,23,0
2024/25,Logan Cooley,UTA,C,25,40,65,1,46,0,0,0,158,0,63,32,0
2024/25,Bryan Rust,PIT,RW,31,34,65,-21,18,0,0,0,190,0,62,54,0
2024/25,Tom Wilson,WSH,RW,33,32,65,20,100,0,0,0,169,0,233,71,0
2024/25,Macklin Celebrini,SJS,F,25,38,63,-31,28,0,0,0,236,0,37,53,0
2024/25,Nikolaj Ehlers,WPG,LW,24,39,63,14,17,0,0,0,174,0,38,33,0
2024/25,Dylan Holloway,STL,C,26,37,63,21,10,0,0,0,178,0,165,50,0
2024/25,Matvei Michkov,PHI,RW,26,37,63,-18,46,0,0,0,200,0,29,23,0
2024/25,Nick Schmaltz,UTA,C,20,43,63,-15,14,0,0,0,186,0,14,45,0
2024/25,Ryan Donato,CHI,C,31,31,62,-15,41,0,0,0,182,0,104,18,0
2024/25,Jonathan Huberdeau,CGY,LW,28,34,62,-13,34,0,0,0,153,0,50,64,0
2024/25,Josh Morrissey,WPG,D,14,48,62,17,22,0,0,0,172,0,49,113,0
2024/25,Mika Zibanejad,NYR,C,20,42,62,-22,22,0,0,0,183,0,44,46,0
2024/25,Adam Fox,NYR,D,10,51,61,9,32,0,0,0,135,0,40,108,0
2024/25,Tomáš Hertl,VEG,C,32,29,61,-3,20,0,0,0,177,0,99,56,0
2024/25,Jared McCann,SEA,C,22,39,61,8,18,0,0,0,202,0,47,50,0
2024/25,Gabriel Vilardi,WPG,C,27,34,61,9,14,0,0,0,130,0,21,50,0
2024/25,Kevin Fiala,LAK,LW,35,25,60,-7,38,0,0,0,244,0,63,22,0
2024/25,Dylan Guenther,UTA,RW,27,33,60,-4,26,0,0,0,204,0,53,42,0
2024/25,Marco Rossi,MIN,C,24,36,60,3,26,0,0,0,136,0,62,41,0
2024/25,Anthony Cirelli,TBL,C,27,32,59,30,28,0,0,0,160,0,25,72,0
2024/25,Patrick Kane,DET,RW,21,38,59,-16,12,0,0,0,175,0,19,23,0
2024/25,Vincent Trocheck,NYR,C,26,33,59,0,44,0,0,0,202,0,214,78,0
2024/25,William Eklund,SJS,LW,17,41,58,-7,29,0,0,0,151,0,54,46,0
2024/25,Matthew Knies,TOR,LW,29,29,58,7,43,0,0,0,152,0,182,41,0
2024/25,Teuvo Teräväinen,CHI,F,15,43,58,-23,12,0,0,0,111,0,27,29,0
2024/25,Pavel Buchnevich,STL,LW,20,37,57,10,23,0,0,0,145,0,44,32,0
2024/25,Morgan Geekie,BOS,C,33,24,57,3,22,0,0,0,150,0,110,29,0
2024/25,Bo Horvat,NYI,C,28,29,57,-4,16,0,0,0,243,0,100,40,0
2024/25,Kent Johnson,CBJ,C,24,33,57,2,16,0,0,0,123,0,3,29,0
2024/25,Connor McMichael,WSH,C,26,31,57,19,49,0,0,0,177,0,39,36,0
2024/25,Sean Monahan,CBJ,C,19,38,57,19,20,0,0,0,128,0,30,34,0
2024/25,Jake Sanderson,OTT,D,11,46,57,-14,12,0,0,0,195,0,38,163,0
2024/25,Shea Theodore,VEG,D,7,50,57,18,26,0,0,0,128,0,6,82,0
2024/25,Matthew Tkachuk,FLA,LW,22,35,57,-3,54,0,0,0,156,0,84,12,0
2024/25,Kirill Kaprizov,MIN,LW,25,31,56,19,16,0,0,0,145,0,16,17,0
2024/25,Jonathan Marchessault,NSH,C,21,35,56,-29,37,0,0,0,206,0,77,25,0
2024/25,Brock Nelson,2TM,C,26,30,56,8,18,0,0,0,193,0,35,43,0
2024/25,Brock Nelson,NYI,C,20,23,43,2,14,0,0,0,162,0,26,36,0
2024/25,Brock Nelson,COL,C,6,7,13,6,4,0,0,0,31,0,9,7,0
2024/25,Troy Terry,ANA,C,21,34,55,0,20,0,0,0,188,0,7,29,0
2024/25,Brady Tkachuk,OTT,LW,29,26,55,0,123,0,0,0,296,0,228,33,0
2024/25,Quinton Byfield,LAK,C,23,31,54,16,46,0,0,0,157,0,80,33,0
2024/25,Adam Fantilli,CBJ,C,31,23,54,4,18,0,0,0,191,0,113,56,0
2024/25,Anders Lee,NYI,LW,29,25,54,3,35,0,0,0,233,0,121,39,0
2024/25,Tyler Toffoli,SJS,C,30,24,54,-21,14,0,0,0,233,0,54,32,0
2024/25,Mats Zuccarello,MIN,LW,19,35,54,0,22,0,0,0,151,0,32,48,0
2024/25,Erik Karlsson,PIT,D,11,42,53,-24,20,0,0,0,191,0,29,94,0
2024/25,Ryan McLeod,BUF,C,20,33,53,13,16,0,0,0,97,0,17,35,0
2024/25,Timo Meier,NJD,RW,26,27,53,7,58,0,0,0,238,0,141,65,0
2024/25,Ryan O'Reilly,NSH,C,21,32,53,-23,24,0,0,0,151,0,20,72,0
2024/25,Mikhail Sergachev,UTA,D,15,38,53,-8,32,0,0,0,132,0,61,140,0
2024/25,Steven Stamkos,NSH,C,27,26,53,-36,48,0,0,0,174,0,66,46,0
2024/25,Carter Verhaeghe,FLA,C,20,33,53,-14,46,0,0,0,241,0,95,28,0
2024/25,Jason Zucker,BUF,LW,21,32,53,4,57,0,0,0,143,0,68,22,0
2024/25,Pavel Dorofeyev,VEG,LW,35,17,52,2,30,0,0,0,254,0,28,37,0
2024/25,Mason McTavish,ANA,C,22,30,52,0,38,0,0,0,180,0,70,31,0
2024/25,Ivan Barbashev,VEG,C,23,28,51,26,10,0,0,0,111,0,104,33,0
2024/25,Sam Bennett,FLA,C,25,26,51,-15,90,0,0,0,241,0,145,45,0
2024/25,John Carlson,WSH,D,5,46,51,17,22,0,0,0,167,0,49,131,0
2024/25,Juraj Slafkovsky,MTL,LW,18,33,51,4,45,0,0,0,133,0,194,62,0
2024/25,Chandler Stephenson,SEA,C,13,38,51,-9,24,0,0,0,72,0,33,50,0
2024/25,Brad Marchand,2TM,LW,23,28,51,-7,64,0,0,0,194,0,81,34,0
2024/25,Brad Marchand,BOS,LW,21,26,47,-8,62,0,0,0,175,0,66,27,0
2024/25,Brad Marchand,FLA,LW,2,2,4,1,2,0,0,0,19,0,15,7,0
2024/25,Brock Boeser,VAN,RW,25,25,50,-25,16,0,0,0,145,0,76,34,0
2024/25,Conor Garland,VAN,RW,19,31,50,-13,52,0,0,0,171,0,49,58,0
2024/25,Claude Giroux,OTT,C,15,35,50,-8,18,0,0,0,138,0,64,41,0
2024/25,Thomas Harley,DAL,D,16,34,50,32,16,0,0,0,171,0,33,110,0
2024/25,Evgeni Malkin,PIT,C,16,34,50,-24,42,0,0,0,125,0,32,48,0
2024/25,Cole Perfetti,WPG,C,18,32,50,14,20,0,0,0,143,0,71,45,0
2024/25,Brayden Schenn,STL,C,18,32,50,3,61,0,0,0,144,0,194,55,0
2024/25,Jamie Benn,DAL,LW,16,33,49,3,70,0,0,0,136,0,114,45,0
2024/25,Ryan Nugent-Hopkins,EDM,C,20,29,49,4,24,0,0,0,164,0,26,48,0
2024/25,Jaden Schwartz,SEA,C,26,23,49,-6,24,0,0,0,194,0,43,42,0
2024/25,Jake DeBrusk,VAN,LW,28,20,48,-15,18,0,0,0,171,0,96,48,0
2024/25,Kyle Palmieri,NYI,RW,24,24,48,-17,20,0,0,0,169,0,54,48,0
2024/25,Andrei Svechnikov,CAR,RW,20,28,48,-8,59,0,0,0,180,0,148,22,0
2024/25,Jakob Chychrun,WSH,D,20,27,47,17,52,0,0,0,179,0,59,87,0
2024/25,Matthew Coronato,CGY,RW,24,23,47,6,25,0,0,0,180,0,36,37,0
2024/25,Elias Lindholm,BOS,C,17,30,47,-4,14,0,0,0,151,0,114,79,0
2024/25,Mason Marchment,DAL,F,22,25,47,15,53,0,0,0,134,0,79,21,0
2024/25,Dmitri Voronkov,CBJ,LW,23,24,47,17,55,0,0,0,154,0,71,47,0
2024/25,MacKenzie Weegar,CGY,D,8,39,47,18,33,0,0,0,184,0,223,192,0
2024/25,Pavel Zacha,BOS,C,14,33,47,-8,21,0,0,0,132,0,63,26,0
2024/25,Dylan Cozens,2TM,C,16,31,47,-17,68,0,0,0,188,0,205,45,0
2024/25,Dylan Cozens,BUF,C,11,20,31,-13,62,0,0,0,139,0,148,37,0
2024/25,Dylan Cozens,OTT,C,5,11,16,-4,6,0,0,0,49,0,57,8,0
2024/25,Tyler Bertuzzi,CHI,LW,23,23,46,-39,51,0,0,0,131,0,60,28,0
2024/25,Warren Foegele,LAK,LW,24,22,46,36,24,0,0,0,199,0,74,40,0
2024/25,Barrett Hayton,UTA,C,20,26,46,-6,45,0,0,0,155,0,31,44,0
2024/25,Jake Neighbours,STL,LW,22,24,46,0,56,0,0,0,122,0,173,56,0
2024/25,Moritz Seider,DET,D,8,38,46,-5,40,0,0,0,162,0,212,181,0
2024/25,Pius Suter,VAN,F,25,21,46,2,18,0,0,0,138,0,59,43,0
2024/25,Oliver Bjorkstrand,2TM,RW,21,25,46,2,18,0,0,0,154,0,74,26,0
2024/25,Oliver Bjorkstrand,SEA,RW,16,21,37,-1,14,0,0,0,124,0,61,15,0
2024/25,Oliver Bjorkstrand,TBL,RW,5,4,9,3,4,0,0,0,30,0,13,11,0
2024/25,Leo Carlsson,ANA,C,20,25,45,6,14,0,0,0,114,0,24,36,0
2024/25,Thomas Chabot,OTT,D,9,36,45,17,24,0,0,0,179,0,58,145,0
2024/25,Sean Couturier,PHI,C,15,30,45,1,41,0,0,0,155,0,54,45,0
2024/25,William Cuylle,NYR,LW,20,25,45,12,42,0,0,0,152,0,301,50,0
2024/25,Shayne Gostisbehere,CAR,D,7,38,45,1,52,0,0,0,122,0,41,66,0
2024/25,Simon Holmström,NYI,RW,20,25,45,5,8,0,0,0,96,0,27,55,0
2024/25,Alexis Lafrenière,NYR,LW,17,28,45,-13,38,0,0,0,153,0,119,27,0
2024/25,Artturi Lehkonen,COL,LW,27,18,45,36,34,0,0,0,148,0,33,39,0
2024/25,Anton Lundell,FLA,C,17,28,45,17,36,0,0,0,158,0,110,54,0
2024/25,Elias Pettersson,VAN,C,15,30,45,-10,14,0,0,0,109,0,74,77,0
2024/25,Will Smith,SJS,C,18,27,45,-15,18,0,0,0,127,0,13,16,0
2024/25,Frank Vatrano,ANA,LW,21,24,45,-9,80,0,0,0,234,0,169,69,0
2024/25,Cutter Gauthier,ANA,LW,20,24,44,8,20,0,0,0,190,0,68,51,0
2024/25,Luke Hughes,NJD,D,7,37,44,-9,16,0,0,0,121,0,19,60,0
2024/25,Zach Hyman,EDM,LW,27,17,44,9,32,0,0,0,210,0,59,24,0
2024/25,Devon Toews,COL,D,10,34,44,30,26,0,0,0,138,0,40,103,0
2024/25,Shane Wright,SEA,C,19,25,44,4,18,0,0,0,91,0,54,62,0
2024/25,Kaapo Kakko,2TM,RW,14,30,44,-2,38,0,0,0,117,0,68,28,0
2024/25,Kaapo Kakko,NYR,RW,4,10,14,9,14,0,0,0,45,0,23,8,0
2024/25,Kaapo Kakko,SEA,RW,10,20,30,-11,24,0,0,0,72,0,45,20,0
2024/25,Matty Beniers,SEA,C,20,23,43,0,14,0,0,0,147,0,42,77,0
2024/25,Phillip Danault,LAK,C,8,35,43,20,26,0,0,0,122,0,83,73,0
2024/25,Tyson Foerster,PHI,RW,25,18,43,-9,49,0,0,0,142,0,75,54,0
2024/25,Jackson LaCombe,ANA,D,14,29,43,0,28,0,0,0,134,0,69,129,0
2024/25,Owen Tippett,PHI,RW,20,23,43,-12,16,0,0,0,188,0,115,63,0
2024/25,Alex Laferriere,LAK,RW,19,23,42,22,20,0,0,0,193,0,124,43,0
2024/25,Jean-Gabriel Pageau,NYI,C,14,28,42,4,23,0,0,0,120,0,140,57,0
2024/25,Taylor Hall,2TM,LW,18,24,42,-14,36,0,0,0,144,0,43,42,0
2024/25,Taylor Hall,CHI,LW,9,15,24,-15,16,0,0,0,82,0,23,29,0
2024/25,Taylor Hall,CAR,LW,9,9,18,1,20,0,0,0,62,0,20,13,0
2024/25,Bobby Brink,PHI,RW,12,29,41,-11,22,0,0,0,105,0,98,30,0
2024/25,Brandon Montour,SEA,D,18,23,41,-22,70,0,0,0,231,0,84,100,0
2024/25,Stefan Noesen,NJD,RW,22,19,41,-8,54,0,0,0,165,0,152,26,0
2024/25,Nick Paul,TBL,LW,22,19,41,13,30,0,0,0,141,0,66,31,0
2024/25,Morgan Rielly,TOR,D,7,34,41,-8,21,0,0,0,126,0,21,131,0
2024/25,Ryan Strome,ANA,C,10,31,41,-3,70,0,0,0,137,0,52,36,0
2024/25,Fabian Zetterlund,2TM,W,19,22,41,7,14,0,0,0,181,0,154,81,0
2024/25,Fabian Zetterlund,SJS,W,17,19,36,8,10,0,0,0,141,0,115,63,0
2024/25,Fabian Zetterlund,OTT,W,2,3,5,-1,4,0,0,0,40,0,39,18,0
2024/25,Evgenii Dadonov,DAL,RW,20,20,40,1,10,0,0,0,123,0,44,39,0
2024/25,Matt Grzelcyk,PIT,D,1,39,40,-6,16,0,0,0,94,0,43,101,0
2024/25,Dougie Hamilton,NJD,D,9,31,40,8,30,0,0,0,186,0,74,85,0
2024/25,Brett Howden,VEG,C,23,17,40,17,46,0,0,0,125,0,121,56,0
2024/25,Trevor Moore,LAK,LW,18,22,40,17,14,0,0,0,153,0,71,29,0
2024/25,Owen Power,BUF,D,7,33,40,-13,16,0,0,0,139,0,26,109,0
2024/25,Kiefer Sherwood,VAN,RW,19,21,40,-1,35,0,0,0,141,0,462,30,0
2024/25,Cam Fowler,2TM,D,9,31,40,12,14,0,0,0,88,0,8,87,0
2024/25,Cam Fowler,ANA,D,0,4,4,-7,6,0,0,0,17,0,2,29,0
2024/25,Cam Fowler,STL,D,9,27,36,19,8,0,0,0,71,0,6,58,0
2024/25,Casey Mittelstadt,2TM,C,15,25,40,-29,24,0,0,0,105,0,30,33,0
2024/25,Casey Mittelstadt,COL,C,11,23,34,-12,20,0,0,0,82,0,24,23,0
2024/25,Casey Mittelstadt,BOS,C,4,2,6,-17,4,0,0,0,23,0,6,10,0
2024/25,Jake Walman,2TM,D,7,33,40,4,42,0,0,0,164,0,57,145,0
2024/25,Jake Walman,SJS,D,6,26,32,-1,36,0,0,0,125,0,48,111,0
2024/25,Jake Walman,EDM,D,1,7,8,5,6,0,0,0,39,0,9,34,0
2024/25,Reilly Smith,2TM,RW,13,27,40,10,24,0,0,0,129,0,48,41,0
2024/25,Reilly Smith,NYR,RW,10,19,29,-1,22,0,0,0,89,0,42,34,0
2024/25,Reilly Smith,VEG,RW,3,8,11,11,2,0,0,0,40,0,6,7,0
2024/25,Blake Coleman,CGY,C,15,24,39,-2,36,0,0,0,194,0,176,66,0
2024/25,Noah Dobson,NYI,D,10,29,39,-16,28,0,0,0,196,0,57,126,0
2024/25,Vince Dunn,SEA,D,11,28,39,-3,33,0,0,0,137,0,29,79,0
2024/25,Noah Hanifin,VEG,D,10,29,39,8,14,0,0,0,145,0,43,106,0
2024/25,Neal Pionk,WPG,D,10,29,39,21,44,0,0,0,123,0,114,101,0
2024/25,Jack Quinn,BUF,RW,15,24,39,-18,18,0,0,0,123,0,39,23,0
2024/25,Jack Roslovic,CAR,C,22,17,39,-10,10,0,0,0,139,0,14,23,0
2024/25,Bowen Byram,BUF,D,7,31,38,11,46,0,0,0,94,0,75,116,0
2024/25,Brendan Gallagher,MTL,RW,21,17,38,-6,39,0,0,0,148,0,92,38,0
2024/25,Roman Josi,NSH,D,9,29,38,-26,18,0,0,0,150,0,42,95,0
2024/25,Vladislav Namestnikov,WPG,C,11,27,38,20,38,0,0,0,94,0,84,49,0
2024/25,Michael Bunting,2TM,LW,19,19,38,-19,68,0,0,0,155,0,70,19,0
2024/25,Michael Bunting,PIT,LW,14,15,29,-18,48,0,0,0,110,0,59,13,0
2024/25,Michael Bunting,NSH,LW,5,4,9,-1,20,0,0,0,45,0,11,6,0
2024/25,Logan Stankoven,2TM,C,14,24,38,-1,18,0,0,0,194,0,48,33,0
2024/25,Logan Stankoven,DAL,C,9,20,29,2,6,0,0,0,148,0,42,24,0
2024/25,Logan Stankoven,CAR,C,5,4,9,-3,12,0,0,0,46,0,6,9,0
2024/25,André Burakovsky,SEA,LW,10,27,37,-3,12,0,0,0,115,0,33,27,0
2024/25,Noah Cates,PHI,LW,16,21,37,3,14,0,0,0,110,0,87,54,0
2024/25,Jonathan Drouin,COL,LW,11,26,37,4,6,0,0,0,56,0,14,12,0
2024/25,Frédérick Gaudreau,MIN,C,18,19,37,-2,8,0,0,0,110,0,47,61,0
2024/25,Marco Kasper,DET,C,19,18,37,1,34,0,0,0,145,0,156,48,0
2024/25,Alex Killorn,ANA,C,19,18,37,12,30,0,0,0,134,0,77,23,0
2024/25,Nino Niederreiter,WPG,RW,17,20,37,16,24,0,0,0,150,0,152,39,0
2024/25,Shane Pinto,OTT,C,21,16,37,10,26,0,0,0,127,0,73,56,0
2024/25,Darren Raddysh,TBL,D,6,31,37,9,14,0,0,0,108,0,38,68,0
2024/25,Morgan Frost,2TM,C,14,23,37,-17,22,0,0,0,144,0,69,60,0
2024/25,Morgan Frost,PHI,C,11,14,25,-11,16,0,0,0,86,0,35,39,0
2024/25,Morgan Frost,CGY,C,3,9,12,-6,6,0,0,0,58,0,34,21,0
2024/25,Andrei Kuzmenko,3TM,F,11,26,37,-6,14,0,0,0,83,0,19,22,0
2024/25,Andrei Kuzmenko,CGY,F,4,11,15,-7,12,0,0,0,39,0,8,9,0
2024/25,Andrei Kuzmenko,PHI,F,2,3,5,-5,0,0,0,0,13,0,3,2,0
2024/25,Andrei Kuzmenko,LAK,F,5,12,17,6,2,0,0,0,31,0,8,11,0
2024/25,Zachary Bolduc,STL,C,19,17,36,20,37,0,0,0,120,0,108,36,0
2024/25,Jake Evans,MTL,C,13,23,36,1,10,0,0,0,80,0,124,60,0
2024/25,Jordan Martinook,CAR,LW,15,21,36,16,18,0,0,0,112,0,84,52,0
2024/25,Dawson Mercer,NJD,C,19,17,36,4,16,0,0,0,141,0,41,60,0
2024/25,Colton Parayko,STL,D,16,20,36,12,8,0,0,0,125,0,92,149,0
2024/25,Jordan Staal,CAR,C,13,23,36,15,16,0,0,0,107,0,138,43,0
2024/25,James van Riemsdyk,CBJ,LW,16,20,36,-4,23,0,0,0,85,0,31,16,0
2024/25,Seth Jones,2TM,D,9,27,36,-24,22,0,0,0,129,0,96,109,0
2024/25,Seth Jones,CHI,D,7,20,27,-18,18,0,0,0,81,0,62,83,0
2024/25,Seth Jones,FLA,D,2,7,9,-6,4,0,0,0,48,0,34,26,0
2024/25,Nick Foligno,CHI,LW,15,20,35,-17,48,0,0,0,104,0,200,34,0
2024/25,Eeli Tolvanen,SEA,RW,23,12,35,3,23,0,0,0,137,0,237,65,0
2024/25,Maxim Tsyplakov,NYI,F,10,25,35,4,39,0,0,0,116,0,140,40,0
2024/25,Alexander Wennberg,SJS,C,10,25,35,-21,14,0,0,0,82,0,30,80,0
2024/25,Joshua Norris,2TM,C,21,14,35,-6,44,0,0,0,96,0,135,47,0
2024/25,Joshua Norris,OTT,C,20,13,33,-5,34,0,0,0,94,0,133,45,0
2024/25,Joshua Norris,BUF,C,1,1,2,-1,10,0,0,0,2,0,2,2,0
2024/25,Charlie Coyle,2TM,C,17,18,35,-9,24,0,0,0,115,0,108,61,0
2024/25,Charlie Coyle,BOS,C,15,7,22,-14,18,0,0,0,92,0,93,49,0
2024/25,Charlie Coyle,COL,C,2,11,13,5,6,0,0,0,23,0,15,12,0
2024/25,Jackson Blake,CAR,RW,17,17,34,10,30,0,0,0,142,0,19,30,0
2024/25,Ridly Greig,OTT,C,13,21,34,-11,60,0,0,0,119,0,138,47,0
2024/25,Marcus Johansson,MIN,C,11,23,34,-7,12,0,0,0,121,0,49,25,0
2024/25,Adam Lowry,WPG,LW,16,18,34,18,28,0,0,0,99,0,140,60,0
2024/25,Bobby McMann,TOR,F,20,14,34,12,27,0,0,0,169,0,136,23,0
2024/25,Ilya Mikheyev,CHI,F,20,14,34,4,16,0,0,0,138,0,34,15,0
2024/25,Valeri Nichushkin,COL,RW,21,13,34,11,8,0,0,0,118,0,55,21,0
2024/25,Brandt Clarke,LAK,D,5,28,33,13,46,0,0,0,131,0,23,121,0
2024/25,Max Domi,TOR,LW,8,25,33,5,76,0,0,0,93,0,32,30,0
2024/25,Christian Dvorak,MTL,C,12,21,33,-5,16,0,0,0,104,0,44,74,0
2024/25,Aaron Ekblad,FLA,D,3,30,33,11,53,0,0,0,106,0,90,64,0
2024/25,Mattias Ekholm,EDM,D,9,24,33,11,30,0,0,0,143,0,42,95,0
2024/25,Filip Hronek,VAN,D,5,28,33,0,40,0,0,0,83,0,89,75,0
2024/25,Jesperi Kotkaniemi,CAR,C,12,21,33,9,50,0,0,0,115,0,66,28,0
2024/25,Patrik Laine,MTL,RW,20,13,33,-14,14,0,0,0,116,0,26,28,0
2024/25,Mason Lohrei,BOS,D,5,28,33,-43,16,0,0,0,92,0,25,103,0
2024/25,Darnell Nurse,EDM,D,5,28,33,11,72,0,0,0,188,0,161,136,0
2024/25,Alex Pietrangelo,VEG,D,4,29,33,11,16,0,0,0,123,0,41,139,0
2024/25,Ivan Provorov,CBJ,D,7,26,33,11,31,0,0,0,100,0,28,127,0
2024/25,Cole Sillinger,CBJ,C,11,22,33,-11,35,0,0,0,129,0,74,36,0
2024/25,Brady Skjei,NSH,D,10,23,33,-24,42,0,0,0,156,0,52,93,0
2024/25,Vladimir Tarasenko,DET,RW,11,22,33,-13,6,0,0,0,133,0,63,35,0
2024/25,Mikael Backlund,CGY,C,15,17,32,4,32,0,0,0,175,0,41,51,0
2024/25,J.T. Compher,DET,LW,11,21,32,-7,24,0,0,0,98,0,29,64,0
2024/25,Luke Evangelista,NSH,RW,10,22,32,-2,22,0,0,0,134,0,28,13,0
2024/25,Justin Faulk,STL,D,4,28,32,-9,30,0,0,0,124,0,82,108,0
2024/25,Mathieu Olivier,CBJ,F,18,14,32,-4,139,0,0,0,111,0,306,80,0
2024/25,Eric Robinson,CAR,LW,14,18,32,14,10,0,0,0,110,0,123,16,0
2024/25,Evan Rodrigues,FLA,C,15,17,32,-4,38,0,0,0,161,0,128,23,0
2024/25,Yegor Sharangovich,CGY,C,17,15,32,-9,8,0,0,0,128,0,14,31,0
