season,player,team,position,G,A,P,+/-,PIM,PPP,SHP,GWG,SOG,FW,HIT,BLK,GP
2023/24,Tanner Pearson,MTL,LW,5,8,13,-12,21,0,0,0,77,0,50,35,0
2023/24,Brett Pesce,CAR,D,3,10,13,10,20,0,0,0,107,0,25,113,0
2023/24,Nick Seeler,PHI,D,1,12,13,9,78,0,0,0,100,0,132,205,0
2023/24,Nico Sturm,SJS,C,5,8,13,-25,12,0,0,0,69,0,75,39,0
2023/24,Nathan Walker,STL,C,7,6,13,-1,18,0,0,0,43,0,95,35,0
2023/24,Boris Katchouk,2TM,LW,7,6,13,-6,12,0,0,0,70,0,82,14,0
2023/24,Boris Katchouk,CHI,LW,5,4,9,-2,12,0,0,0,52,0,51,13,0
2023/24,Boris Katchouk,OTT,LW,2,2,4,-4,0,0,0,0,18,0,31,1,0
2023/24,Brandon Duhaime,2TM,RW,5,8,13,-5,70,0,0,0,92,0,208,37,0
2023/24,Brandon Duhaime,MIN,RW,4,4,8,-7,66,0,0,0,68,0,155,29,0
2023/24,Brandon Duhaime,COL,RW,1,4,5,2,4,0,0,0,24,0,53,8,0
2023/24,Nathan Bastian,NJD,RW,5,7,12,-10,32,0,0,0,57,0,143,27,0
2023/24,Colin Blackwell,CHI,C,8,4,12,-2,10,0,0,0,88,0,45,22,0
2023/24,Connor Brown,EDM,RW,4,8,12,-8,10,0,0,0,108,0,32,24,0
2023/24,Ryan Carpenter,SJS,C,5,7,12,-16,6,0,0,0,58,0,47,31,0
2023/24,Barclay Goodrow,NYR,RW,4,8,12,-13,78,0,0,0,61,0,170,86,0
2023/24,A.J. Greer,CGY,LW,6,6,12,-7,35,0,0,0,57,0,100,24,0
2023/24,Noah Gregor,TOR,C,6,6,12,-7,17,0,0,0,110,0,147,26,0
2023/24,Carl Grundström,LAK,RW,8,4,12,-2,12,0,0,0,95,0,115,16,0
2023/24,Nicolas Hague,VEG,D,2,10,12,-5,43,0,0,0,105,0,153,111,0
2023/24,Jani Hakanpää,DAL,D,2,10,12,10,33,0,0,0,56,0,196,123,0
2023/24,Mattias Janmark,EDM,C,4,8,12,0,46,0,0,0,67,0,55,19,0
2023/24,Mathieu Olivier,CBJ,F,5,7,12,-4,70,0,0,0,55,0,163,36,0
2023/24,Juuso Pärssinen,NSH,C,8,4,12,-6,12,0,0,0,54,0,62,15,0
2023/24,Michael Pezzetta,MTL,C,3,9,12,4,59,0,0,0,42,0,242,29,0
2023/24,Derek Ryan,EDM,C,5,7,12,-3,8,0,0,0,52,0,59,28,0
2023/24,Chris Tierney,NJD,C,4,8,12,3,21,0,0,0,26,0,20,12,0
2023/24,Marc-Édouard Vlasic,SJS,D,6,6,12,-27,26,0,0,0,72,0,35,108,0
2023/24,Mathew Dumba,2TM,D,4,8,12,-18,88,0,0,0,86,0,202,108,0
2023/24,Mathew Dumba,ARI,D,4,6,10,-13,55,0,0,0,61,0,150,84,0
2023/24,Mathew Dumba,TBL,D,0,2,2,-5,33,0,0,0,25,0,52,24,0
2023/24,Kevin Bahl,NJD,D,1,10,11,1,82,0,0,0,63,0,151,103,0
2023/24,Thomas Bordeleau,SJS,C,6,5,11,-18,18,0,0,0,48,0,12,19,0
2023/24,Ian Cole,VAN,D,2,9,11,10,61,0,0,0,61,0,83,166,0
2023/24,Tony DeAngelo,CAR,D,3,8,11,-7,24,0,0,0,44,0,4,18,0
2023/24,Vincent Desharnais,EDM,D,1,10,11,3,54,0,0,0,41,0,135,122,0
2023/24,MacKenzie Entwistle,CHI,RW,5,6,11,-29,47,0,0,0,66,0,139,32,0
2023/24,Luke Glendening,TBL,C,10,1,11,-2,39,0,0,0,57,0,121,53,0
2023/24,Matt Grzelcyk,BOS,D,2,9,11,13,37,0,0,0,59,0,53,76,0
2023/24,Pierre-Olivier Joseph,PIT,D,2,9,11,-3,14,0,0,0,42,0,47,44,0
2023/24,Isac Lundeström,ANA,C,5,6,11,-1,2,0,0,0,38,0,51,27,0
2023/24,Jonathon Merrill,MIN,D,4,7,11,0,30,0,0,0,42,0,37,57,0
2023/24,Henry Thrun,SJS,D,3,8,11,-22,16,0,0,0,48,0,26,71,0
2023/24,John Beecher,BOS,C,7,3,10,-6,24,0,0,0,38,0,112,34,0
2023/24,Adam Boqvist,CBJ,D,1,9,10,-8,0,0,0,0,45,0,11,42,0
2023/24,Josh Brown,ARI,D,3,7,10,2,75,0,0,0,44,0,112,85,0
2023/24,Calvin de Haan,TBL,D,3,7,10,-9,22,0,0,0,56,0,96,82,0
2023/24,Phillip Di Giuseppe,VAN,LW,5,5,10,-1,36,0,0,0,52,0,93,23,0
2023/24,Ty Emberson,SJS,D,1,9,10,-4,6,0,0,0,31,0,94,46,0
2023/24,Andreas Englund,LAK,D,1,9,10,-3,81,0,0,0,41,0,189,87,0
2023/24,Sam Gagner,EDM,C,5,5,10,-2,10,0,0,0,48,0,17,17,0
2023/24,Alex Goligoski,MIN,D,0,10,10,-8,18,0,0,0,32,0,27,41,0
2023/24,Rafaël Harvey-Pinard,MTL,LW,2,8,10,-2,6,0,0,0,26,0,47,47,0
2023/24,Barrett Hayton,ARI,C,3,7,10,-13,26,0,0,0,66,0,17,15,0
2023/24,Ben Hutton,VEG,D,2,8,10,12,17,0,0,0,67,0,17,54,0
2023/24,David Jiříček,CBJ,D,1,9,10,-4,22,0,0,0,38,0,23,45,0
2023/24,Mark Kastelic,OTT,C,5,5,10,-5,63,0,0,0,60,0,126,31,0
2023/24,Jakub Lauko,BOS,C,2,8,10,-3,32,0,0,0,43,0,176,24,0
2023/24,Sam Malinski,COL,D,3,7,10,3,6,0,0,0,31,0,14,22,0
2023/24,Zach Parise,COL,LW,5,5,10,-7,8,0,0,0,50,0,20,25,0
2023/24,Jayden Struble,MTL,D,3,7,10,-3,57,0,0,0,47,0,121,53,0
2023/24,Conor Timmins,TOR,D,1,9,10,9,18,0,0,0,25,0,34,28,0
2023/24,Arber Xhekaj,MTL,D,3,7,10,6,81,0,0,0,61,0,125,49,0
2023/24,Eric Robinson,2TM,LW,3,7,10,-3,19,0,0,0,61,0,94,11,0
2023/24,Eric Robinson,CBJ,LW,1,0,1,-3,0,0,0,0,9,0,22,3,0
2023/24,Eric Robinson,BUF,LW,2,7,9,0,19,0,0,0,52,0,72,8,0
2023/24,Andrew Peeke,2TM,D,1,9,10,-1,14,0,0,0,37,0,88,78,0
2023/24,Andrew Peeke,CBJ,D,1,7,8,-2,6,0,0,0,24,0,44,47,0
2023/24,Andrew Peeke,BOS,D,0,2,2,1,8,0,0,0,13,0,44,31,0
2023/24,Gustav Lindström,2TM,D,3,7,10,12,24,0,0,0,29,0,63,63,0
2023/24,Gustav Lindström,MTL,D,3,1,4,0,6,0,0,0,15,0,9,23,0
2023/24,Gustav Lindström,ANA,D,0,6,6,12,18,0,0,0,14,0,54,40,0
2023/24,Jamie Drysdale,2TM,D,3,7,10,-20,8,0,0,0,55,0,26,43,0
2023/24,Jamie Drysdale,ANA,D,1,4,5,-2,4,0,0,0,21,0,8,16,0
2023/24,Jamie Drysdale,PHI,D,2,3,5,-18,4,0,0,0,34,0,18,27,0
2023/24,Sebastian Aho,NYI,D,2,7,9,-7,12,0,0,0,48,0,42,72,0
2023/24,Andreas Athanasiou,CHI,C,2,7,9,-7,7,0,0,0,44,0,11,21,0
2023/24,Alex Barré-Boulet,TBL,F,6,3,9,-9,10,0,0,0,46,0,26,8,0
2023/24,Zachary Bolduc,STL,C,5,4,9,0,6,0,0,0,38,0,12,12,0
2023/24,Matthew Coronato,CGY,RW,3,6,9,-15,4,0,0,0,58,0,7,7,0
2023/24,Ty Dellandrea,DAL,C,2,7,9,-10,23,0,0,0,53,0,63,17,0
2023/24,Josh Doan,ARI,RW,5,4,9,6,0,0,0,0,23,0,7,7,0
2023/24,Christian Dvorak,MTL,C,5,4,9,-5,4,0,0,0,35,0,16,19,0
2023/24,Ryker Evans,SEA,D,1,8,9,-5,20,0,0,0,44,0,62,38,0
2023/24,Julien Gauthier,NYI,RW,5,4,9,-5,8,0,0,0,32,0,63,17,0
2023/24,Mark Giordano,TOR,D,3,6,9,10,49,0,0,0,59,0,51,86,0
2023/24,Dylan Holloway,EDM,C,6,3,9,-1,29,0,0,0,56,0,91,14,0
2023/24,Zachary Jones,NYR,D,2,7,9,1,8,0,0,0,42,0,22,23,0
2023/24,Joel Kiviranta,COL,F,3,6,9,-1,12,0,0,0,48,0,78,31,0
2023/24,Kaedan Korczak,VEG,D,1,8,9,12,8,0,0,0,32,0,43,31,0
2023/24,Kevin Labanc,SJS,RW,2,7,9,-27,16,0,0,0,60,0,61,17,0
2023/24,Patrik Laine,CBJ,RW,6,3,9,-10,6,0,0,0,41,0,5,14,0
2023/24,Vinni Lettieri,MIN,C,5,4,9,-7,24,0,0,0,47,0,53,27,0
2023/24,Jacob MacDonald,SJS,D,7,2,9,-14,23,0,0,0,49,0,40,17,0
2023/24,Kyle MacLean,NYI,F,4,5,9,5,11,0,0,0,26,0,60,6,0
2023/24,Josh Mahura,FLA,D,0,9,9,-2,20,0,0,0,25,0,40,27,0
2023/24,Tyler Motte,TBL,C,6,3,9,-8,28,0,0,0,83,0,97,41,0
2023/24,Fredrik Olofsson,COL,LW,3,6,9,-5,8,0,0,0,45,0,45,29,0
2023/24,Joshua Roy,MTL,RW,4,5,9,-2,0,0,0,0,34,0,12,21,0
2023/24,Adam Ružička,2TM,C,3,6,9,-9,12,0,0,0,35,0,11,16,0
2023/24,Adam Ružička,CGY,C,3,6,9,-8,6,0,0,0,34,0,10,15,0
2023/24,Adam Ružička,ARI,C,0,0,0,-1,6,0,0,0,1,0,1,1,0
2023/24,Jonas Siegenthaler,NJD,D,1,8,9,-7,20,0,0,0,63,0,87,97,0
2023/24,Jarred Tinordi,CHI,D,0,9,9,-27,64,0,0,0,32,0,171,94,0
2023/24,Olen Zellweger,ANA,D,2,7,9,-6,4,0,0,0,34,0,14,38,0
2023/24,Declan Chisholm,2TM,D,3,6,9,-7,18,0,0,0,29,0,12,38,0
2023/24,Declan Chisholm,WPG,D,0,1,1,1,0,0,0,0,0,0,0,2,0
2023/24,Declan Chisholm,MIN,D,3,5,8,-8,18,0,0,0,29,0,12,36,0
2023/24,Colin Miller,2TM,D,4,5,9,8,26,0,0,0,69,0,91,37,0
2023/24,Colin Miller,NJD,D,4,4,8,10,24,0,0,0,65,0,79,33,0
2023/24,Colin Miller,WPG,D,0,1,1,-2,2,0,0,0,4,0,12,4,0
2023/24,Nikita Okhotyuk,2TM,D,1,8,9,-24,48,0,0,0,52,0,147,80,0
2023/24,Nikita Okhotyuk,SJS,D,1,7,8,-22,44,0,0,0,48,0,125,72,0
2023/24,Nikita Okhotyuk,CGY,D,0,1,1,-2,4,0,0,0,4,0,22,8,0
2023/24,Travis Boyd,ARI,C,2,6,8,3,2,0,0,0,12,0,10,10,0
2023/24,Brendan Brisson,VEG,C,2,6,8,-5,2,0,0,0,20,0,13,4,0
2023/24,Jacob Bryson,BUF,D,1,7,8,5,8,0,0,0,15,0,17,40,0
2023/24,Kyle Burroughs,SJS,D,2,6,8,-42,71,0,0,0,79,0,233,134,0
2023/24,William Carrier,VEG,LW,6,2,8,3,16,0,0,0,65,0,90,16,0
2023/24,Cole Guttman,CHI,C,4,4,8,-17,7,0,0,0,50,0,11,14,0
2023/24,Dryden Hunt,CGY,LW,3,5,8,1,7,0,0,0,33,0,73,6,0
2023/24,Oliver Kylington,CGY,D,3,5,8,-6,12,0,0,0,42,0,24,51,0
2023/24,Matt Martin,NYI,LW,4,4,8,7,43,0,0,0,48,0,151,29,0
2023/24,Dakota Mermis,MIN,D,3,5,8,-2,33,0,0,0,42,0,45,59,0
2023/24,Connor Murphy,CHI,D,2,6,8,-19,40,0,0,0,51,0,116,113,0
2023/24,Marco Scandella,STL,D,2,6,8,2,15,0,0,0,42,0,70,49,0
2023/24,Parker Wotherspoon,BOS,D,0,8,8,6,31,0,0,0,32,0,84,67,0
2023/24,Jesse Ylönen,MTL,RW,4,4,8,2,12,0,0,0,50,0,41,32,0
2023/24,Ilya Lyubushkin,2TM,D,0,8,8,-11,57,0,0,0,47,0,176,168,0
2023/24,Ilya Lyubushkin,ANA,D,0,4,4,-13,51,0,0,0,38,0,112,138,0
2023/24,Ilya Lyubushkin,TOR,D,0,4,4,2,6,0,0,0,9,0,64,30,0
2023/24,Noel Acciari,PIT,C,4,3,7,-7,10,0,0,0,59,0,124,85,0
2023/24,Nils Åman,VAN,C,3,4,7,-3,8,0,0,0,28,0,31,22,0
2023/24,Pierre-Édouard Bellemare,SEA,LW,4,3,7,4,6,0,0,0,36,0,20,22,0
2023/24,Sammy Blais,STL,LW,1,6,7,-11,31,0,0,0,33,0,194,19,0
2023/24,Justin Brazeau,BOS,F,5,2,7,4,2,0,0,0,31,0,43,12,0
2023/24,Mitchell Chaffee,TBL,F,4,3,7,2,4,0,0,0,27,0,88,20,0
2023/24,Travis Dermott,ARI,D,2,5,7,-14,26,0,0,0,38,0,52,64,0
2023/24,Dillon Dubé,CGY,C,3,4,7,-13,8,0,0,0,42,0,35,18,0
2023/24,Walker Duehr,CGY,F,2,5,7,-3,6,0,0,0,29,0,67,13,0
2023/24,Dennis Gilbert,CGY,D,1,6,7,-7,16,0,0,0,23,0,59,49,0
2023/24,David Gustafsson,WPG,C,3,4,7,1,0,0,0,0,27,0,30,23,0
2023/24,Ryan Johnson,BUF,D,0,7,7,3,12,0,0,0,35,0,8,39,0
2023/24,Noah Juulsen,VAN,D,1,6,7,-1,22,0,0,0,30,0,164,85,0
2023/24,Wyatt Kaiser,CHI,D,0,7,7,0,22,0,0,0,18,0,22,46,0
2023/24,Matthew Kessel,STL,D,1,6,7,0,12,0,0,0,28,0,40,65,0
2023/24,Ryan Lomberg,FLA,LW,5,2,7,-1,80,0,0,0,68,0,179,21,0
2023/24,Daniil Miromanov,2TM,D,3,4,7,-2,8,0,0,0,46,0,7,34,0
2023/24,Daniil Miromanov,VEG,D,0,0,0,-2,0,0,0,0,6,0,2,5,0
2023/24,Daniil Miromanov,CGY,D,3,4,7,0,8,0,0,0,40,0,5,29,0
2023/24,Mattias Samuelsson,BUF,D,1,6,7,4,26,0,0,0,44,0,106,87,0
2023/24,Luke Schenn,NSH,D,1,6,7,1,43,0,0,0,81,0,202,76,0
2023/24,Michael Sgarbossa,WSH,C,4,3,7,0,2,0,0,0,27,0,16,3,0
2023/24,Nikita Zaitsev,CHI,D,2,5,7,-5,14,0,0,0,31,0,69,70,0
2023/24,Radim Zohorna,PIT,F,4,3,7,0,18,0,0,0,38,0,44,5,0
2023/24,Brayden Pachal,2TM,D,2,5,7,-3,51,0,0,0,52,0,129,68,0
2023/24,Brayden Pachal,VEG,D,1,0,1,-2,12,0,0,0,18,0,49,23,0
2023/24,Brayden Pachal,CGY,D,1,5,6,-1,39,0,0,0,34,0,80,45,0
2023/24,Nick DeSimone,2TM,D,2,5,7,3,4,0,0,0,28,0,29,42,0
2023/24,Nick DeSimone,CGY,D,1,4,5,-4,2,0,0,0,19,0,15,21,0
2023/24,Nick DeSimone,NJD,D,1,1,2,7,2,0,0,0,9,0,14,21,0
2023/24,Troy Stecher,2TM,D,1,6,7,9,32,0,0,0,51,0,67,77,0
2023/24,Troy Stecher,ARI,D,1,4,5,5,24,0,0,0,45,0,52,67,0
2023/24,Troy Stecher,EDM,D,0,2,2,4,8,0,0,0,6,0,15,10,0
2023/24,Jonatan Berggren,DET,RW,2,4,6,-1,2,0,0,0,14,0,2,7,0
2023/24,Filip Chytil,NYR,C,0,6,6,0,4,0,0,0,22,0,4,4,0
2023/24,Brandt Clarke,LAK,D,2,4,6,-6,10,0,0,0,31,0,6,21,0
2023/24,Joel Edmundson,2TM,D,1,5,6,-2,23,0,0,0,46,0,80,65,0
2023/24,Joel Edmundson,WSH,D,1,5,6,-5,19,0,0,0,41,0,59,49,0
2023/24,Joel Edmundson,TOR,D,0,0,0,3,4,0,0,0,5,0,21,16,0
2023/24,Travis Hamonic,OTT,D,2,4,6,-10,40,0,0,0,50,0,54,75,0
2023/24,Tyson Jost,BUF,C,3,3,6,-11,10,0,0,0,48,0,44,20,0
2023/24,Ivan Miroshnichenko,WSH,LW,2,4,6,-4,6,0,0,0,30,0,50,5,0
2023/24,Tomáš Nosek,NJD,C,2,4,6,-11,6,0,0,0,38,0,33,20,0
2023/24,Isaak Phillips,CHI,D,0,6,6,-26,22,0,0,0,31,0,56,36,0
2023/24,Ryan Reaves,TOR,RW,4,2,6,-13,49,0,0,0,26,0,165,17,0
2023/24,Carson Soucy,VAN,D,2,4,6,10,12,0,0,0,29,0,65,64,0
2023/24,Jakub Vrána,STL,LW,2,4,6,-7,8,0,0,0,42,0,9,4,0
2023/24,Oliver Wahlstrom,NYI,RW,2,4,6,-6,8,0,0,0,41,0,35,22,0
2023/24,Zach Sanford,2TM,LW,0,6,6,0,6,0,0,0,24,0,24,19,0
2023/24,Zach Sanford,ARI,LW,0,2,2,3,4,0,0,0,9,0,7,8,0
2023/24,Zach Sanford,CHI,LW,0,4,4,-3,2,0,0,0,15,0,17,11,0
2023/24,Erik Johnson,2TM,D,5,1,6,-14,26,0,0,0,60,0,143,97,0
2023/24,Erik Johnson,BUF,D,3,0,3,-5,24,0,0,0,40,0,93,68,0
2023/24,Erik Johnson,PHI,D,2,1,3,-9,2,0,0,0,20,0,50,29,0
2023/24,Simon Benoit,TOR,D,1,4,5,7,56,0,0,0,52,0,246,102,0
2023/24,Samuel Bolduc,NYI,D,2,3,5,-4,6,0,0,0,32,0,44,40,0
2023/24,Nick Bonino,NYR,C,1,4,5,-12,8,0,0,0,31,0,10,78,0
2023/24,Haydn Fleury,TBL,D,1,4,5,5,20,0,0,0,25,0,31,40,0
2023/24,Justin Holl,DET,D,0,5,5,8,22,0,0,0,14,0,59,39,0
2023/24,Reese Johnson,CHI,F,2,3,5,-20,40,0,0,0,51,0,109,16,0
2023/24,Caleb Jones,COL,D,0,5,5,4,8,0,0,0,19,0,34,26,0
2023/24,Axel Jonsson-Fjällby,WPG,LW,2,3,5,6,0,0,0,0,23,0,30,7,0
2023/24,John Klingberg,TOR,D,0,5,5,-7,8,0,0,0,14,0,13,15,0
2023/24,Brendan Lemieux,CAR,LW,3,2,5,0,64,0,0,0,29,0,71,6,0
2023/24,Jake Lucchini,MIN,F,2,3,5,-3,23,0,0,0,22,0,22,14,0
2023/24,John Ludvig,PIT,D,3,2,5,-12,47,0,0,0,24,0,72,33,0
2023/24,Olle Lycksell,PHI,RW,1,4,5,0,6,0,0,0,29,0,4,4,0
2023/24,Jacob Markström,CGY,G,0,5,5,0,0,0,0,0,0,0,0,0,0
2023/24,Emil Martinsen Lilleberg,TBL,D,0,5,5,-15,16,0,0,0,31,0,105,48,0
2023/24,Scott Mayfield,NYI,D,0,5,5,-7,35,0,0,0,36,0,70,106,0
2023/24,Matthew Phillips,2TM,F,1,4,5,-3,0,0,0,0,21,0,8,15,0
2023/24,Matthew Phillips,WSH,F,1,4,5,-3,0,0,0,0,17,0,7,14,0
2023/24,Matthew Phillips,PIT,F,0,0,0,0,0,0,0,0,4,0,1,1,0
2023/24,Jared Spurgeon,MIN,D,0,5,5,5,2,0,0,0,21,0,14,29,0
2023/24,Marc Staal,PHI,D,1,4,5,2,14,0,0,0,20,0,31,44,0
2023/24,Dominic Toninato,WPG,C,1,4,5,7,6,0,0,0,12,0,26,9,0
2023/24,Shane Wright,SEA,C,4,1,5,1,0,0,0,0,12,0,1,6,0
2023/24,Joel Hanley,2TM,D,1,4,5,3,30,0,0,0,19,0,48,47,0
2023/24,Joel Hanley,DAL,D,0,3,3,3,23,0,0,0,12,0,36,32,0
2023/24,Joel Hanley,CGY,D,1,1,2,0,7,0,0,0,7,0,12,15,0
2023/24,Jaret Anderson-Dolan,2TM,C,1,3,4,-5,6,0,0,0,31,0,56,22,0
2023/24,Jaret Anderson-Dolan,LAK,C,1,3,4,-4,6,0,0,0,29,0,53,21,0
2023/24,Jaret Anderson-Dolan,NSH,C,0,0,0,-1,0,0,0,0,2,0,3,1,0
2023/24,Ethan Bear,WSH,D,1,3,4,-5,10,0,0,0,24,0,16,31,0
2023/24,Louis Belpedio,PHI,D,2,2,4,6,0,0,0,0,12,0,16,18,0
2023/24,Nicolas Deslauriers,PHI,LW,1,3,4,-7,89,0,0,0,49,0,188,21,0
2023/24,Derek Forbort,BOS,D,0,4,4,8,17,0,0,0,22,0,68,65,0
2023/24,Jonah Gadjovich,FLA,LW,2,2,4,0,104,0,0,0,29,0,82,14,0
2023/24,Brendan Gaunce,CBJ,C,2,2,4,-7,6,0,0,0,24,0,49,8,0
2023/24,Taylor Hall,CHI,LW,2,2,4,-3,4,0,0,0,20,0,7,3,0
2023/24,Jansen Harkins,PIT,C,0,4,4,-4,21,0,0,0,37,0,74,13,0
2023/24,Ross Johnston,ANA,LW,1,3,4,-12,117,0,0,0,44,0,139,27,0
2023/24,Marat Khusnutdinov,MIN,C,1,3,4,-3,6,0,0,0,6,0,16,9,0
2023/24,Vladislav Kolyachonok,ARI,D,1,3,4,5,2,0,0,0,5,0,4,6,0
2023/24,William Lagesson,2TM,D,0,4,4,3,32,0,0,0,19,0,76,58,0
2023/24,William Lagesson,TOR,D,0,4,4,5,19,0,0,0,12,0,56,39,0
2023/24,William Lagesson,ANA,D,0,0,0,-2,13,0,0,0,7,0,20,19,0
2023/24,James Malatesta,CBJ,LW,2,2,4,-1,5,0,0,0,12,0,41,2,0
2023/24,Mason Morelli,VEG,F,3,1,4,-3,0,0,0,0,9,0,21,6,0
2023/24,Matthew Nieto,PIT,LW,1,3,4,5,4,0,0,0,13,0,14,9,0
2023/24,Tyler Pitlick,NYR,C,1,3,4,-6,4,0,0,0,32,0,84,15,0
2023/24,Jesse Puljujärvi,PIT,RW,3,1,4,2,6,0,0,0,29,0,40,6,0
2023/24,Rasmus Ristolainen,PHI,D,1,3,4,-6,8,0,0,0,46,0,56,45,0
2023/24,Kevin Rooney,CGY,C,3,1,4,-4,2,0,0,0,27,0,65,29,0
2023/24,Chad Ruhwedel,2TM,D,1,3,4,-6,4,0,0,0,35,0,90,44,0
2023/24,Chad Ruhwedel,PIT,D,1,3,4,-4,4,0,0,0,34,0,75,37,0
2023/24,Chad Ruhwedel,NYR,D,0,0,0,-2,0,0,0,0,1,0,15,7,0
2023/24,Devin Shore,SEA,C,1,3,4,3,4,0,0,0,15,0,27,9,0
2023/24,Landon Slaggert,CHI,LW,1,3,4,1,4,0,0,0,14,0,16,6,0
2023/24,Givani Smith,SJS,RW,1,3,4,-13,40,0,0,0,31,0,87,12,0
2023/24,Spencer Stastney,NSH,D,2,2,4,9,4,0,0,0,11,0,2,29,0
2023/24,Akil Thomas,LAK,C,3,1,4,0,2,0,0,0,9,0,8,3,0
2023/24,Alex Turcotte,LAK,C,1,3,4,5,6,0,0,0,14,0,7,10,0
2023/24,Austin Watson,TBL,LW,2,2,4,2,93,0,0,0,17,0,85,20,0
2023/24,Maxwell Willman,NJD,C,3,1,4,1,2,0,0,0,17,0,23,7,0
2023/24,Alexander Alexeyev,WSH,D,1,2,3,-8,6,0,0,0,20,0,48,59,0
2023/24,Uvis Balinskis,FLA,D,1,2,3,0,8,0,0,0,22,0,33,15,0
2023/24,Jordan Binnington,STL,G,0,3,3,0,8,0,0,0,0,0,0,0,0
2023/24,Rourke Chartier,OTT,C,2,1,3,-4,14,0,0,0,40,0,32,11,0
2023/24,Louis Crevier,CHI,D,0,3,3,-16,4,0,0,0,18,0,30,50,0
2023/24,Angus Crookshank,OTT,LW,2,1,3,-3,4,0,0,0,20,0,20,8,0
2023/24,Marc Del Gaizo,NSH,D,0,3,3,2,2,0,0,0,8,0,20,10,0
2023/24,Trey Fix-Wolansky,CBJ,RW,2,1,3,0,2,0,0,0,17,0,11,6,0
2023/24,Liam Foudy,2TM,C,0,3,3,-2,2,0,0,0,7,0,8,4,0
2023/24,Liam Foudy,CBJ,C,0,0,0,0,0,0,0,0,0,0,2,0,0
2023/24,Liam Foudy,NSH,C,0,3,3,-2,2,0,0,0,7,0,6,4,0
2023/24,James Hamblin,EDM,F,2,1,3,3,0,0,0,0,18,0,14,21,0
2023/24,Vinnie Hinostroza,PIT,C,1,2,3,-3,4,0,0,0,27,0,11,7,0
2023/24,Connor Ingram,ARI,G,0,3,3,0,0,0,0,0,0,0,0,0,0
2023/24,Steven Lorentz,FLA,C,1,2,3,-9,10,0,0,0,30,0,70,14,0
2023/24,Tristan Luneau,ANA,D,1,2,3,1,4,0,0,0,11,0,9,4,0
2023/24,Zack MacEwen,OTT,C,2,1,3,-4,57,0,0,0,17,0,55,7,0
2023/24,Brock McGinn,ANA,LW,1,2,3,-5,4,0,0,0,24,0,37,11,0
2023/24,Jakob Pelletier,CGY,LW,1,2,3,1,2,0,0,0,9,0,10,3,0
2023/24,Sheldon Rempal,VEG,RW,2,1,3,-2,4,0,0,0,16,0,0,3,0
2023/24,Anthony Richard,BOS,C,1,2,3,0,2,0,0,0,6,0,25,5,0
2023/24,Jonas Røndbjerg,VEG,RW,1,2,3,2,0,0,0,0,25,0,7,10,0
2023/24,Mason Shaw,MIN,C,1,2,3,0,34,0,0,0,21,0,29,6,0
2023/24,Ilya Solovyov,CGY,D,0,3,3,-3,4,0,0,0,10,0,14,17,0
2023/24,Mitchell Stephens,MTL,C,2,1,3,2,4,0,0,0,16,0,8,7,0
2023/24,Cam Talbot,LAK,G,0,3,3,0,4,0,0,0,0,0,0,0,0
2023/24,Logan Thompson,VEG,G,0,3,3,0,0,0,0,0,0,0,0,0,0
2023/24,Kurtis MacDermid,2TM,D,2,1,3,4,73,0,0,0,16,0,83,11,0
2023/24,Kurtis MacDermid,COL,D,2,0,2,3,23,0,0,0,12,0,54,9,0
2023/24,Kurtis MacDermid,NJD,D,0,1,1,1,50,0,0,0,4,0,29,2,0
2023/24,Ben Meyers,2TM,F,1,2,3,-4,6,0,0,0,12,0,34,3,0
2023/24,Ben Meyers,COL,F,1,0,1,-2,0,0,0,0,7,0,12,0,0
2023/24,Ben Meyers,ANA,F,0,2,2,-2,6,0,0,0,5,0,22,3,0
2023/24,Nikita Alexandrov,STL,C,0,2,2,-4,4,0,0,0,15,0,29,7,0
2023/24,Ronald Attard,PHI,D,0,2,2,1,6,0,0,0,14,0,22,14,0
2023/24,Adam Beckman,MIN,LW,0,2,2,-2,12,0,0,0,10,0,13,3,0
2023/24,Matt Benning,SJS,D,0,2,2,-5,14,0,0,0,13,0,19,29,0
2023/24,Brandon Biro,BUF,F,2,0,2,0,0,0,0,0,2,0,0,2,0
2023/24,Sergei Bobrovsky,FLA,G,0,2,2,0,4,0,0,0,0,0,0,0,0
2023/24,Philip Broberg,EDM,D,0,2,2,-3,0,0,0,0,6,0,4,10,0
2023/24,Jake Christiansen,CBJ,D,0,2,2,-5,2,0,0,0,7,0,10,15,0
2023/24,Maxwell Crozier,TBL,D,0,2,2,-2,7,0,0,0,13,0,16,11,0
2023/24,Kirby Dach,MTL,C,0,2,2,2,0,0,0,0,3,0,3,0,0
2023/24,Adam Edstrom,NYR,C,2,0,2,2,2,0,0,0,7,0,30,2,0
2023/24,Simon Edvinsson,DET,D,1,1,2,0,4,0,0,0,13,0,26,25,0
2023/24,Adam Erne,EDM,LW,1,1,2,0,9,0,0,0,13,0,68,5,0
2023/24,Alexandar Georgiev,COL,G,0,2,2,0,4,0,0,0,0,0,1,0,0
2023/24,Collin Graf,SJS,F,0,2,2,-4,0,0,0,0,7,0,5,7,0
2023/24,Benoit-Olivier Groulx,ANA,C,0,2,2,-9,22,0,0,0,32,0,101,30,0
2023/24,Denis Gurianov,2TM,RW,1,1,2,4,0,0,0,0,26,0,14,6,0
