Player Name,Season,Goals,Assists,Points,Plus/Minus,Penalty Minutes,Power Play Points,Shorthanded Points,Game-Winning Goals,Shots on Goal,Hits,Blocks,Faceoffs Won
Dakota Mermis,2023/24,3,5,8,-2,33,0,0,0,42,45,59,0
Connor Murphy,2023/24,2,6,8,-19,40,0,0,0,51,116,113,0
Marco Scandella,2023/24,2,6,8,2,15,0,1,1,42,70,49,0
Parker Wotherspoon,2023/24,0,8,8,6,31,0,0,0,32,84,67,0
Jesse Ylönen,2023/24,4,4,8,2,12,0,0,1,50,41,32,5
Ilya Lyubushkin,2023/24,0,8,8,-11,57,0,0,0,47,176,168,0
Ilya Lyubushkin,2023/24,0,4,4,-13,51,0,0,0,38,112,138,0
Ilya Lyubushkin,2023/24,0,4,4,2,6,0,0,0,9,64,30,0
Noel Acciari,2023/24,4,3,7,-7,10,0,0,1,59,124,85,313
Nils Åman,2023/24,3,4,7,-3,8,0,0,0,28,31,22,72
Pierre-Édouard Bellemare,2023/24,4,3,7,4,6,0,1,0,36,20,22,174
Sammy Blais,2023/24,1,6,7,-11,31,0,0,0,33,194,19,2
Justin Brazeau,2023/24,5,2,7,4,2,2,0,1,31,43,12,3
Mitchell Chaffee,2023/24,4,3,7,2,4,0,0,0,27,88,20,0
Travis Dermott,2023/24,2,5,7,-14,26,0,0,0,38,52,64,0
Dillon Dubé,2023/24,3,4,7,-13,8,1,0,0,42,35,18,26
Walker Duehr,2023/24,2,5,7,-3,6,0,0,0,29,67,13,1
Dennis Gilbert,2023/24,1,6,7,-7,16,0,0,0,23,59,49,0
David Gustafsson,2023/24,3,4,7,1,0,0,0,0,27,30,23,106
Ryan Johnson,2023/24,0,7,7,3,12,0,0,0,35,8,39,0
Noah Juulsen,2023/24,1,6,7,-1,22,0,0,0,30,164,85,0
Wyatt Kaiser,2023/24,0,7,7,0,22,0,0,0,18,22,46,0
Matthew Kessel,2023/24,1,6,7,0,12,0,0,0,28,40,65,0
Ryan Lomberg,2023/24,5,2,7,-1,80,1,0,2,68,179,21,5
Daniil Miromanov,2023/24,3,4,7,-2,8,2,0,0,46,7,34,0
Daniil Miromanov,2023/24,0,0,0,-2,0,0,0,0,6,2,5,0
Daniil Miromanov,2023/24,3,4,7,0,8,2,0,0,40,5,29,0
Mattias Samuelsson,2023/24,1,6,7,4,26,0,0,1,44,106,87,0
Luke Schenn,2023/24,1,6,7,1,43,0,0,0,81,202,76,0
Michael Sgarbossa,2023/24,4,3,7,0,2,1,0,1,27,16,3,58
Nikita Zaitsev,2023/24,2,5,7,-5,14,2,0,0,31,69,70,0
Radim Zohorna,2023/24,4,3,7,0,18,0,0,1,38,44,5,5
Brayden Pachal,2023/24,2,5,7,-3,51,0,1,0,52,129,68,0
Brayden Pachal,2023/24,1,0,1,-2,12,0,0,0,18,49,23,0
Brayden Pachal,2023/24,1,5,6,-1,39,0,1,0,34,80,45,0
Nick DeSimone,2023/24,2,5,7,3,4,0,0,1,28,29,42,0
Nick DeSimone,2023/24,1,4,5,-4,2,0,0,1,19,15,21,0
Nick DeSimone,2023/24,1,1,2,7,2,0,0,0,9,14,21,0
Troy Stecher,2023/24,1,6,7,9,32,0,0,0,51,67,77,0
Troy Stecher,2023/24,1,4,5,5,24,0,0,0,45,52,67,0
Troy Stecher,2023/24,0,2,2,4,8,0,0,0,6,15,10,0
Jonatan Berggren,2023/24,2,4,6,-1,2,0,0,0,14,2,7,0
Filip Chytil,2023/24,0,6,6,0,4,1,0,0,22,4,4,29
Brandt Clarke,2023/24,2,4,6,-6,10,3,0,1,31,6,21,0
Joel Edmundson,2023/24,1,5,6,-2,23,0,0,0,46,80,65,0
Joel Edmundson,2023/24,1,5,6,-5,19,0,0,0,41,59,49,0
Joel Edmundson,2023/24,0,0,0,3,4,0,0,0,5,21,16,0
Travis Hamonic,2023/24,2,4,6,-10,40,0,0,0,50,54,75,0
Tyson Jost,2023/24,3,3,6,-11,10,0,0,0,48,44,20,86
Ivan Miroshnichenko,2023/24,2,4,6,-4,6,1,0,0,30,50,5,0
Tomáš Nosek,2023/24,2,4,6,-11,6,0,0,0,38,33,20,121
Isaak Phillips,2023/24,0,6,6,-26,22,0,0,0,31,56,36,0
Ryan Reaves,2023/24,4,2,6,-13,49,0,0,0,26,165,17,1
Carson Soucy,2023/24,2,4,6,10,12,2,0,0,29,65,64,0
Jakub Vrána,2023/24,2,4,6,-7,8,0,0,0,42,9,4,0
Oliver Wahlstrom,2023/24,2,4,6,-6,8,2,0,0,41,35,22,5
Zach Sanford,2023/24,0,6,6,0,6,1,0,0,24,24,19,42
Zach Sanford,2023/24,0,2,2,3,4,0,0,0,9,7,8,4
Zach Sanford,2023/24,0,4,4,-3,2,1,0,0,15,17,11,38
Erik Johnson,2023/24,5,1,6,-14,26,0,0,1,60,143,97,0
Erik Johnson,2023/24,3,0,3,-5,24,0,0,1,40,93,68,0
Erik Johnson,2023/24,2,1,3,-9,2,0,0,0,20,50,29,0
Simon Benoit,2023/24,1,4,5,7,56,0,0,0,52,246,102,0
Samuel Bolduc,2023/24,2,3,5,-4,6,1,0,0,32,44,40,0
Nick Bonino,2023/24,1,4,5,-12,8,0,0,0,31,10,78,207
Haydn Fleury,2023/24,1,4,5,5,20,0,0,0,25,31,40,0
Justin Holl,2023/24,0,5,5,8,22,0,0,0,14,59,39,0
Reese Johnson,2023/24,2,3,5,-20,40,0,0,0,51,109,16,42
Caleb Jones,2023/24,0,5,5,4,8,0,0,0,19,34,26,0
Axel Jonsson-Fjällby,2023/24,2,3,5,6,0,0,0,1,23,30,7,1
John Klingberg,2023/24,0,5,5,-7,8,2,0,0,14,13,15,0
Brendan Lemieux,2023/24,3,2,5,0,64,0,0,1,29,71,6,4
Jake Lucchini,2023/24,2,3,5,-3,23,0,0,0,22,22,14,45
John Ludvig,2023/24,3,2,5,-12,47,0,0,1,24,72,33,0
Olle Lycksell,2023/24,1,4,5,0,6,0,0,0,29,4,4,2
Jacob Markström,2023/24,0,5,5,0,0,2,0,0,0,0,0,0
Emil Martinsen Lilleberg,2023/24,0,5,5,-15,16,0,0,0,31,105,48,0
Scott Mayfield,2023/24,0,5,5,-7,35,0,0,0,36,70,106,0
Matthew Phillips,2023/24,1,4,5,-3,0,0,0,0,21,8,15,1
Matthew Phillips,2023/24,1,4,5,-3,0,0,0,0,17,7,14,1
Matthew Phillips,2023/24,0,0,0,0,0,0,0,0,4,1,1,0
Jared Spurgeon,2023/24,0,5,5,5,2,3,0,0,21,14,29,0
Marc Staal,2023/24,1,4,5,2,14,0,0,0,20,31,44,0
Dominic Toninato,2023/24,1,4,5,7,6,0,0,1,12,26,9,52
Shane Wright,2023/24,4,1,5,1,0,1,0,3,12,1,6,41
Joel Hanley,2023/24,1,4,5,3,30,0,0,0,19,48,47,0
Joel Hanley,2023/24,0,3,3,3,23,0,0,0,12,36,32,0
Joel Hanley,2023/24,1,1,2,0,7,0,0,0,7,12,15,0
Jaret Anderson-Dolan,2023/24,1,3,4,-5,6,0,1,0,31,56,22,20
Jaret Anderson-Dolan,2023/24,1,3,4,-4,6,0,1,0,29,53,21,20
Jaret Anderson-Dolan,2023/24,0,0,0,-1,0,0,0,0,2,3,1,0
Ethan Bear,2023/24,1,3,4,-5,10,0,0,1,24,16,31,0
Louis Belpedio,2023/24,2,2,4,6,0,0,0,1,12,16,18,0
Nicolas Deslauriers,2023/24,1,3,4,-7,89,0,0,0,49,188,21,5
Derek Forbort,2023/24,0,4,4,8,17,0,0,0,22,68,65,0
Jonah Gadjovich,2023/24,2,2,4,0,104,0,0,0,29,82,14,0
Brendan Gaunce,2023/24,2,2,4,-7,6,0,0,0,24,49,8,98
Taylor Hall,2023/24,2,2,4,-3,4,1,0,1,20,7,3,6
Jansen Harkins,2023/24,0,4,4,-4,21,0,0,0,37,74,13,2
Ross Johnston,2023/24,1,3,4,-12,117,0,0,0,44,139,27,3
Marat Khusnutdinov,2023/24,1,3,4,-3,6,1,0,0,6,16,9,49
Vladislav Kolyachonok,2023/24,1,3,4,5,2,0,0,0,5,4,6,0
William Lagesson,2023/24,0,4,4,3,32,0,0,0,19,76,58,0
William Lagesson,2023/24,0,4,4,5,19,0,0,0,12,56,39,0
William Lagesson,2023/24,0,0,0,-2,13,0,0,0,7,20,19,0
James Malatesta,2023/24,2,2,4,-1,5,0,0,0,12,41,2,0
Mason Morelli,2023/24,3,1,4,-3,0,1,0,0,9,21,6,2
Matthew Nieto,2023/24,1,3,4,5,4,0,0,0,13,14,9,0
Tyler Pitlick,2023/24,1,3,4,-6,4,0,0,0,32,84,15,3
Jesse Puljujärvi,2023/24,3,1,4,2,6,0,0,0,29,40,6,1
Rasmus Ristolainen,2023/24,1,3,4,-6,8,0,0,0,46,56,45,0
Kevin Rooney,2023/24,3,1,4,-4,2,0,0,0,27,65,29,97
Chad Ruhwedel,2023/24,1,3,4,-6,4,0,0,0,35,90,44,0
Chad Ruhwedel,2023/24,1,3,4,-4,4,0,0,0,34,75,37,0
Chad Ruhwedel,2023/24,0,0,0,-2,0,0,0,0,1,15,7,0
Devin Shore,2023/24,1,3,4,3,4,0,0,0,15,27,9,20
Landon Slaggert,2023/24,1,3,4,1,4,0,0,0,14,16,6,0
Givani Smith,2023/24,1,3,4,-13,40,0,0,0,31,87,12,2
Spencer Stastney,2023/24,2,2,4,9,4,0,0,1,11,2,29,0
Akil Thomas,2023/24,3,1,4,0,2,0,0,1,9,8,3,4
Alex Turcotte,2023/24,1,3,4,5,6,0,0,0,14,7,10,21
Austin Watson,2023/24,2,2,4,2,93,0,0,0,17,85,20,0
Maxwell Willman,2023/24,3,1,4,1,2,0,0,1,17,23,7,2
Alexander Alexeyev,2023/24,1,2,3,-8,6,0,0,0,20,48,59,0
Uvis Balinskis,2023/24,1,2,3,0,8,0,0,0,22,33,15,0
Jordan Binnington,2023/24,0,3,3,0,8,0,0,0,0,0,0,0
Rourke Chartier,2023/24,2,1,3,-4,14,0,0,1,40,32,11,154
Louis Crevier,2023/24,0,3,3,-16,4,0,0,0,18,30,50,0
Angus Crookshank,2023/24,2,1,3,-3,4,0,0,1,20,20,8,0
Marc Del Gaizo,2023/24,0,3,3,2,2,0,0,0,8,20,10,0
Trey Fix-Wolansky,2023/24,2,1,3,0,2,0,0,0,17,11,6,0
Liam Foudy,2023/24,0,3,3,-2,2,0,0,0,7,8,4,0
Liam Foudy,2023/24,0,0,0,0,0,0,0,0,0,2,0,0
Liam Foudy,2023/24,0,3,3,-2,2,0,0,0,7,6,4,0
James Hamblin,2023/24,2,1,3,3,0,0,0,0,18,14,21,81
Vinnie Hinostroza,2023/24,1,2,3,-3,4,0,0,0,27,11,7,4
Connor Ingram,2023/24,0,3,3,0,0,0,0,0,0,0,0,0
Steven Lorentz,2023/24,1,2,3,-9,10,0,0,1,30,70,14,68
Tristan Luneau,2023/24,1,2,3,1,4,0,0,0,11,9,4,0
Zack MacEwen,2023/24,2,1,3,-4,57,0,0,1,17,55,7,21
Brock McGinn,2023/24,1,2,3,-5,4,0,0,0,24,37,11,5
Jakob Pelletier,2023/24,1,2,3,1,2,0,0,1,9,10,3,4
Sheldon Rempal,2023/24,2,1,3,-2,4,1,0,0,16,0,3,0
Anthony Richard,2023/24,1,2,3,0,2,0,0,0,6,25,5,0
Jonas Røndbjerg,2023/24,1,2,3,2,0,0,0,0,25,7,10,0
Mason Shaw,2023/24,1,2,3,0,34,0,0,0,21,29,6,7
Ilya Solovyov,2023/24,0,3,3,-3,4,0,1,0,10,14,17,0
Mitchell Stephens,2023/24,2,1,3,2,4,0,0,0,16,8,7,75
Cam Talbot,2023/24,0,3,3,0,4,1,0,0,0,0,0,0
Logan Thompson,2023/24,0,3,3,0,0,3,0,0,0,0,0,0
Kurtis MacDermid,2023/24,2,1,3,4,73,0,0,1,16,83,11,2
Kurtis MacDermid,2023/24,2,0,2,3,23,0,0,1,12,54,9,2
Kurtis MacDermid,2023/24,0,1,1,1,50,0,0,0,4,29,2,0
Ben Meyers,2023/24,1,2,3,-4,6,0,0,0,12,34,3,43
Ben Meyers,2023/24,1,0,1,-2,0,0,0,0,7,12,0,9
Ben Meyers,2023/24,0,2,2,-2,6,0,0,0,5,22,3,34
Nikita Alexandrov,2023/24,0,2,2,-4,4,0,0,0,15,29,7,37
Ronald Attard,2023/24,0,2,2,1,6,0,0,0,14,22,14,0
Adam Beckman,2023/24,0,2,2,-2,12,0,0,0,10,13,3,0
Matt Benning,2023/24,0,2,2,-5,14,0,0,0,13,19,29,0
Brandon Biro,2023/24,2,0,2,0,0,0,0,0,2,0,2,11
Sergei Bobrovsky,2023/24,0,2,2,0,4,2,0,0,0,0,0,0
Philip Broberg,2023/24,0,2,2,-3,0,1,0,0,6,4,10,0
Jake Christiansen,2023/24,0,2,2,-5,2,0,0,0,7,10,15,0
Maxwell Crozier,2023/24,0,2,2,-2,7,0,0,0,13,16,11,0
Kirby Dach,2023/24,0,2,2,2,0,0,0,0,3,3,0,3
Adam Edstrom,2023/24,2,0,2,2,2,0,0,0,7,30,2,0
Simon Edvinsson,2023/24,1,1,2,0,4,0,0,0,13,26,25,0
Adam Erne,2023/24,1,1,2,0,9,0,0,0,13,68,5,4
Alexandar Georgiev,2023/24,0,2,2,0,4,0,0,0,0,1,0,0
Collin Graf,2023/24,0,2,2,-4,0,1,0,0,7,5,7,0
Benoit-Olivier Groulx,2023/24,0,2,2,-9,22,0,0,0,32,101,30,121
Denis Gurianov,2023/24,1,1,2,4,0,0,0,0,26,14,6,0
Denis Gurianov,2023/24,1,1,2,4,0,0,0,0,22,13,6,0
Denis Gurianov,2023/24,0,0,0,0,0,0,0,0,4,1,0,0
Daniil Gushchin,2023/24,1,1,2,-2,0,0,0,0,4,2,7,0
Santeri Hatakka,2023/24,0,2,2,5,4,0,0,0,12,14,12,0
Matthew Highmore,2023/24,0,2,2,0,0,0,0,0,1,3,4,2
Lane Hutson,2023/24,0,2,2,-2,0,0,0,0,3,1,0,0
Cole Koepke,2023/24,0,2,2,0,0,0,0,0,9,23,1,0
Milan Lucic,2023/24,0,2,2,-1,2,0,0,0,1,12,2,0
Jaycob Megna,2023/24,0,2,2,-15,22,0,0,0,28,60,87,0
Carson Meyer,2023/24,1,1,2,-2,2,0,0,0,10,37,2,0
Ian Mitchell,2023/24,0,2,2,6,10,0,0,0,11,3,13,0
Sam Montembeault,2023/24,0,2,2,0,0,1,0,0,0,0,0,0
Jordan Oesterle,2023/24,0,2,2,-6,4,0,0,0,18,22,33,0
Liam Ohgren,2023/24,1,1,2,0,0,0,0,1,8,2,0,0
Nic Petan,2023/24,0,2,2,-2,2,1,0,0,11,5,1,2
Vasily Podkolzin,2023/24,0,2,2,-4,8,0,0,0,20,70,3,3
Vasiliy Ponomarev,2023/24,1,1,2,1,0,0,0,0,1,0,1,5
Cayden Primeau,2023/24,0,2,2,0,2,1,0,0,0,0,0,0
Mikael Pyyhtia,2023/24,0,2,2,-5,0,0,0,0,22,9,20,1
Matt Rempe,2023/24,1,1,2,1,71,0,0,1,12,50,5,4
Lukáš Rousek,2023/24,0,2,2,-1,0,0,0,0,4,5,7,3
Juuse Saros,2023/24,0,2,2,0,2,1,0,0,0,0,0,0
Akira Schmid,2023/24,0,2,2,0,2,1,0,0,0,0,0,0
Jiri Smejkal,2023/24,1,1,2,-6,4,0,0,0,10,32,13,11
Ilya Sorokin,2023/24,0,2,2,0,0,1,0,0,0,0,0,0
Logan Stanley,2023/24,1,1,2,4,36,0,0,0,29,45,40,0
Anthony Stolarz,2023/24,0,2,2,0,2,1,0,0,1,0,0,0
Tyler Tucker,2023/24,1,1,2,1,42,0,0,0,17,64,27,0
Riley Tufte,2023/24,1,1,2,-2,2,0,0,1,7,8,2,1
Andrei Vasilevskiy,2023/24,0,2,2,0,2,0,0,0,0,0,0,0
Karel Vejmelka,2023/24,0,2,2,0,2,0,1,0,0,0,0,0
Chris Wagner,2023/24,1,1,2,3,9,0,0,0,16,30,5,36
Jake Allen,2023/24,0,1,1,0,2,0,0,0,1,0,0,0
Jake Allen,2023/24,0,1,1,0,2,0,0,0,1,0,0,0
Jake Allen,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Frederik Andersen,2023/24,0,1,1,0,0,0,0,0,0,0,0,0
Nicklas Bäckström,2023/24,0,1,1,-3,2,0,0,0,12,2,5,44
Nick Blankenburg,2023/24,1,0,1,1,4,0,0,0,10,21,15,0
Patrick Brown,2023/24,0,1,1,-3,2,0,0,0,7,25,3,15
Nikita Chibrikov,2023/24,1,0,1,0,0,0,0,1,3,5,0,0
Kale Clague,2023/24,0,1,1,0,2,0,0,0,2,1,0,0
Sam Colangelo,2023/24,1,0,1,0,2,0,0,0,7,3,2,0
Max Comtois,2023/24,0,1,1,0,0,0,0,0,1,0,0,0
Lukas Cormier,2023/24,0,1,1,1,0,1,0,0,3,1,2,0
Logan Couture,2023/24,0,1,1,0,4,0,0,0,7,8,8,46
Austin Czarnik,2023/24,0,1,1,-3,12,0,0,0,24,19,16,100
Nico Daws,2023/24,0,1,1,0,0,0,0,0,0,0,0,0
Luca Del Bel Belluz,2023/24,1,0,1,1,0,0,0,0,2,0,0,4
Thatcher Demko,2023/24,0,1,1,0,0,0,1,0,0,0,0,0
Casey DeSmith,2023/24,0,1,1,0,0,0,0,0,0,0,0,0
Justin Dowling,2023/24,1,0,1,-2,0,0,0,0,3,1,1,4
Samuel Fagemo,2023/24,1,0,1,-1,0,1,0,0,13,5,3,0
Samuel Fagemo,2023/24,1,0,1,0,0,1,0,0,7,1,3,0
Samuel Fagemo,2023/24,0,0,0,-1,0,0,0,0,6,4,0,0
Marc-André Fleury,2023/24,0,1,1,0,4,0,0,0,0,0,0,0
Callan Foote,2023/24,0,1,1,3,16,0,0,0,0,3,9,0
Nolan Foote,2023/24,1,0,1,-1,0,0,0,0,6,3,2,0
Anton Forsberg,2023/24,0,1,1,0,2,0,0,0,0,0,0,0
Jean-Luc Foudy,2023/24,1,0,1,1,0,0,0,0,2,0,0,0
Mark Friedman,2023/24,0,1,1,4,21,0,0,0,16,33,35,0
Byron Froese,2023/24,0,1,1,-2,4,0,0,0,17,22,8,59
Cutter Gauthier,2023/24,0,1,1,1,0,0,0,0,3,0,0,0
Brandon Gignac,2023/24,1,0,1,-3,0,0,0,0,7,5,7,24
Adam Ginning,2023/24,1,0,1,0,0,0,0,0,6,18,9,0
Philipp Grubauer,2023/24,0,1,1,0,4,0,1,0,0,0,0,0
Jonathan Gruden,2023/24,1,0,1,-2,5,0,0,0,9,35,5,4
Filip Gustavsson,2023/24,0,1,1,0,0,0,0,0,0,0,0,0
Hardy Haman Aktell,2023/24,0,1,1,-2,2,0,0,0,5,11,5,0
Carter Hart,2023/24,0,1,1,0,0,0,0,0,0,0,0,0
Adin Hill,2023/24,0,1,1,0,0,0,0,0,0,0,0,0
Joel Hofer,2023/24,0,1,1,0,4,0,0,0,1,0,0,0
Daemon Hunt,2023/24,0,1,1,-1,0,0,0,0,7,8,17,0
Ville Husso,2023/24,0,1,1,0,0,0,0,0,0,0,0,0
Ruslan Iskhakov,2023/24,0,1,1,0,0,1,0,0,2,0,0,0
Tristan Jarry,2023/24,1,0,1,0,4,0,0,0,3,0,0,0
Roby Jarventie,2023/24,0,1,1,-5,4,0,0,0,5,5,6,11
Jan Jeník,2023/24,0,1,1,-1,5,0,0,0,2,6,7,14
Lucas Johansen,2023/24,0,1,1,1,4,0,0,0,4,1,7,0
Kaapo Kähkönen,2023/24,0,1,1,0,4,1,0,0,0,0,0,0
Kaapo Kähkönen,2023/24,0,1,1,0,4,1,0,0,0,0,0,0
Kaapo Kähkönen,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Miloš Kelemen,2023/24,0,1,1,-2,0,0,0,0,5,20,3,1
Adam Klapka,2023/24,1,0,1,-1,19,0,0,0,4,21,3,0
Tyler Kleven,2023/24,0,1,1,-1,2,0,0,0,7,8,9,0
Nikolai Knyzhov,2023/24,0,1,1,-6,6,0,0,0,6,13,17,0
Joonas Korpisalo,2023/24,0,1,1,0,0,0,0,0,0,0,0,0
Darcy Kuemper,2023/24,0,1,1,0,0,0,0,0,0,0,0,0
Rasmus Kupari,2023/24,0,1,1,-5,4,0,0,0,28,24,10,78
Maxime Lajoie,2023/24,0,1,1,1,0,1,0,0,1,12,7,0
Brad Lambert,2023/24,0,1,1,1,0,0,0,0,2,0,1,3
Kevin Lankinen,2023/24,0,1,1,0,0,1,0,0,0,0,0,0
John Leonard,2023/24,1,0,1,-1,0,0,0,0,5,1,5,0
William Lockwood,2023/24,0,1,1,2,16,0,0,0,19,54,8,4
Ukko-Pekka Luukkonen,2023/24,0,1,1,0,8,0,0,0,0,0,0,0
Alex Lyon,2023/24,0,1,1,0,2,1,0,0,0,0,0,0
Mackenzie MacEachern,2023/24,0,1,1,-1,0,0,0,0,4,10,2,0
Logan Mailloux,2023/24,0,1,1,1,0,0,0,0,2,1,1,0
Dylan McIlrath,2023/24,0,1,1,1,5,0,0,0,1,9,1,0
Marc McLaughlin,2023/24,1,0,1,1,0,0,0,0,2,4,1,1
Waltteri Merela,2023/24,1,0,1,2,4,0,0,0,17,32,6,1
Jacob Moverare,2023/24,1,0,1,0,6,0,0,0,11,12,23,0
Shakir Mukhamadullin,2023/24,0,1,1,0,4,1,0,0,5,5,11,0
Frank Nazar,2023/24,1,0,1,-4,0,0,0,0,2,0,1,7
Nikita Nesterenko,2023/24,1,0,1,0,0,0,0,0,7,7,0,0
Jason Polin,2023/24,1,0,1,1,2,0,0,0,6,14,1,1
Jonathan Quick,2023/24,0,1,1,0,8,0,0,0,0,0,0,0
Aku Raty,2023/24,0,1,1,0,0,0,0,0,0,2,0,0
Calle Rosén,2023/24,0,1,1,-1,2,0,0,0,5,2,7,0
Ilya Samsonov,2023/24,0,1,1,0,0,0,0,0,0,0,0,0
Ryan Shea,2023/24,1,0,1,1,6,0,0,0,17,24,24,0
Igor Shesterkin,2023/24,0,1,1,0,6,0,0,0,1,0,0,0
Jack St. Ivany,2023/24,0,1,1,0,2,0,0,0,11,30,14,0
Oskar Steen,2023/24,1,0,1,-2,4,0,0,0,24,79,19,0
Jack Studnicka,2023/24,1,0,1,-12,6,0,0,0,20,36,11,61
Jack Studnicka,2023/24,1,0,1,2,0,0,0,0,4,8,1,4
Jack Studnicka,2023/24,0,0,0,-14,6,0,0,0,16,28,10,57
Jeremy Swayman,2023/24,0,1,1,0,0,1,0,0,1,0,0,0
Linus Ullmark,2023/24,0,1,1,0,2,0,1,0,0,0,0,0
Vítek Vaněček,2023/24,0,1,1,0,0,0,0,0,0,0,0,0
Egor Afanasyev,2023/24,0,0,0,-1,0,0,0,0,5,6,2,0
Emil Andrae,2023/24,0,0,0,-1,0,0,0,0,0,5,6,0
Tyler Angle,2023/24,0,0,0,-1,0,0,0,0,0,5,1,3
Justus Annunen,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Kenneth Appleby,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Yaroslav Askarov,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Zach Aston-Reese,2023/24,0,0,0,0,2,0,0,0,1,3,0,0
Arshdeep Bains,2023/24,0,0,0,-5,6,0,0,0,4,7,2,0
Tobias Björnfot,2023/24,0,0,0,-2,2,0,0,0,1,4,7,0
Tobias Björnfot,2023/24,0,0,0,0,0,0,0,0,0,1,1,0
Tobias Björnfot,2023/24,0,0,0,-2,2,0,0,0,0,1,4,0
Tobias Björnfot,2023/24,0,0,0,0,0,0,0,0,1,2,2,0
Mackenzie Blackwood,2023/24,0,0,0,0,2,0,0,0,0,0,0,0
Jackson Blake,2023/24,0,0,0,-2,0,0,0,0,2,0,0,0
Anton Blidh,2023/24,0,0,0,-1,2,0,0,0,1,1,0,0
Robert Bortuzzo,2023/24,0,0,0,0,27,0,0,0,11,38,51,0
Robert Bortuzzo,2023/24,0,0,0,2,7,0,0,0,1,5,3,0
Robert Bortuzzo,2023/24,0,0,0,-2,20,0,0,0,10,33,48,0
Mavrik Bourque,2023/24,0,0,0,0,0,0,0,0,2,1,0,2
Shane Bowers,2023/24,0,0,0,1,0,0,0,0,7,3,3,7
Gavin Brindley,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Laurent Brossoit,2023/24,0,0,0,0,2,0,0,0,0,0,0,0
Callahan Burke,2023/24,0,0,0,0,0,0,0,0,0,3,0,0
Cameron Butler,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Jack Campbell,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Declan Carlile,2023/24,0,0,0,1,0,0,0,0,0,1,2,0
Magnus Chrona,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Graeme Clarke,2023/24,0,0,0,-2,2,0,0,0,2,6,0,0
Dylan Coghlan,2023/24,0,0,0,-2,0,0,0,0,3,1,3,0
Eric Comrie,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Lucas Condotta,2023/24,0,0,0,1,0,0,0,0,2,5,1,5
Devin Cooley,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Pheonix Copley,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Crotty,2023/24,0,0,0,-1,0,0,0,0,0,4,2,0
Joey Daccord,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Zach Dean,2023/24,0,0,0,-4,6,0,0,0,10,10,5,21
Ethan Del Mastro,2023/24,0,0,0,0,0,0,0,0,0,2,0,0
Grigori Denisenko,2023/24,0,0,0,-3,2,0,0,0,5,14,2,0
Louis Domingue,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Lukáš Dostál,2023/24,0,0,0,0,8,0,0,0,0,0,0,0
Chris Driedger,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Pierrick Dube,2023/24,0,0,0,1,2,0,0,0,3,2,3,0
Samuel Ersson,2023/24,0,0,0,0,4,0,0,0,0,0,0,0
Ivan Fedotov,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Cale Fleury,2023/24,0,0,0,1,0,0,0,0,1,3,0,0
Rhett Gardner,2023/24,0,0,0,0,0,0,0,0,0,1,1,2
Adam Gaudette,2023/24,0,0,0,0,4,0,0,0,0,4,1,0
Glenn Gawdin,2023/24,0,0,0,-1,2,0,0,0,0,4,1,2
John Gibson,2023/24,0,0,0,0,12,0,0,0,0,0,0,0
Gage Goncalves,2023/24,0,0,0,0,6,0,0,0,0,2,0,0
Jet Greaves,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Max Guenette,2023/24,0,0,0,-1,2,0,0,0,6,6,6,0
Robert Hägg,2023/24,0,0,0,-4,4,0,0,0,6,21,10,0
Brian Halonen,2023/24,0,0,0,0,0,0,0,0,2,2,0,0
John Hayden,2023/24,0,0,0,-1,0,0,0,0,1,3,1,1
Emil Heineman,2023/24,0,0,0,2,0,0,0,0,0,7,1,0
Magnus Hellberg,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Connor Hellebuyck,2023/24,0,0,0,0,2,0,0,0,0,0,0,0
Akito Hirose,2023/24,0,0,0,1,0,0,0,0,0,3,5,0
Michael Hutchinson,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Grant Hutton,2023/24,0,0,0,1,0,0,0,0,0,4,1,0
Bokondji Imama,2023/24,0,0,0,1,7,0,0,0,1,22,1,0
Vincent Iorio,2023/24,0,0,0,1,0,0,0,0,6,3,3,0
Jonas Johansson,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Marc Johnstone,2023/24,0,0,0,-1,0,0,0,0,0,2,0,1
Martin Jones,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Linus Karlsson,2023/24,0,0,0,0,0,0,0,0,4,3,2,2
Philip Kemp,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
