Player Name,Season,Goals,Assists,Points,Plus/Minus,Penalty Minutes,Power Play Points,Shorthanded Points,Game-Winning Goals,Shots on Goal,Hits,Blocks,Faceoffs Won
Jordan Martinook,2024/25,15,21,36,16,18,0,1,3,112,84,52,35
Dawson Mercer,2024/25,19,17,36,4,16,8,1,3,141,41,60,96
Colton Parayko,2024/25,16,20,36,12,8,1,2,4,125,92,149,0
Jordan Staal,2024/25,13,23,36,15,16,0,2,3,107,138,43,724
James van Riemsdyk,2024/25,16,20,36,-4,23,2,0,2,85,31,16,6
Seth Jones,2024/25,9,27,36,-24,22,19,0,2,129,96,109,0
Seth Jones,2024/25,7,20,27,-18,18,15,0,2,81,62,83,0
Seth Jones,2024/25,2,7,9,-6,4,4,0,0,48,34,26,0
Nick Foligno,2024/25,15,20,35,-17,48,4,2,1,104,200,34,341
Eeli Tolvanen,2024/25,23,12,35,3,23,5,0,3,137,237,65,5
Maxim Tsyplakov,2024/25,10,25,35,4,39,3,0,1,116,140,40,10
Alexander Wennberg,2024/25,10,25,35,-21,14,10,0,2,82,30,80,508
Joshua Norris,2024/25,21,14,35,-6,44,11,4,5,96,135,47,413
Joshua Norris,2024/25,20,13,33,-5,34,11,4,5,94,133,45,386
Joshua Norris,2024/25,1,1,2,-1,10,0,0,0,2,2,2,27
Charlie Coyle,2024/25,17,18,35,-9,24,7,1,3,115,108,61,374
Charlie Coyle,2024/25,15,7,22,-14,18,3,1,2,92,93,49,266
Charlie Coyle,2024/25,2,11,13,5,6,4,0,1,23,15,12,108
Jackson Blake,2024/25,17,17,34,10,30,7,0,6,142,19,30,15
Ridly Greig,2024/25,13,21,34,-11,60,9,4,2,119,138,47,208
Marcus Johansson,2024/25,11,23,34,-7,12,6,1,1,121,49,25,5
Adam Lowry,2024/25,16,18,34,18,28,0,2,4,99,140,60,615
Bobby McMann,2024/25,20,14,34,12,27,6,0,5,169,136,23,4
Ilya Mikheyev,2024/25,20,14,34,4,16,0,3,3,138,34,15,1
Valeri Nichushkin,2024/25,21,13,34,11,8,8,0,0,118,55,21,3
Brandt Clarke,2024/25,5,28,33,13,46,9,0,0,131,23,121,0
Max Domi,2024/25,8,25,33,5,76,7,0,1,93,32,30,273
Christian Dvorak,2024/25,12,21,33,-5,16,2,0,0,104,44,74,591
Aaron Ekblad,2024/25,3,30,33,11,53,11,2,2,106,90,64,0
Mattias Ekholm,2024/25,9,24,33,11,30,7,0,1,143,42,95,0
Filip Hronek,2024/25,5,28,33,0,40,7,0,0,83,89,75,1
Jesperi Kotkaniemi,2024/25,12,21,33,9,50,1,0,1,115,66,28,367
Patrik Laine,2024/25,20,13,33,-14,14,19,0,5,116,26,28,11
Mason Lohrei,2024/25,5,28,33,-43,16,16,0,0,92,25,103,0
Darnell Nurse,2024/25,5,28,33,11,72,2,1,1,188,161,136,0
Alex Pietrangelo,2024/25,4,29,33,11,16,2,2,1,123,41,139,0
Ivan Provorov,2024/25,7,26,33,11,31,3,3,0,100,28,127,0
Cole Sillinger,2024/25,11,22,33,-11,35,3,2,2,129,74,36,300
Brady Skjei,2024/25,10,23,33,-24,42,10,0,1,156,52,93,0
Vladimir Tarasenko,2024/25,11,22,33,-13,6,8,0,1,133,63,35,0
Mikael Backlund,2024/25,15,17,32,4,32,6,1,3,175,41,51,703
J.T. Compher,2024/25,11,21,32,-7,24,9,0,3,98,29,64,457
Luke Evangelista,2024/25,10,22,32,-2,22,5,0,1,134,28,13,0
Justin Faulk,2024/25,4,28,32,-9,30,12,0,1,124,82,108,0
Mathieu Olivier,2024/25,18,14,32,-4,139,0,2,5,111,306,80,14
Eric Robinson,2024/25,14,18,32,14,10,0,0,1,110,123,16,7
Evan Rodrigues,2024/25,15,17,32,-4,38,7,0,1,161,128,23,127
Yegor Sharangovich,2024/25,17,15,32,-9,8,8,1,2,128,14,31,146
Jared Spurgeon,2024/25,7,25,32,8,14,9,0,3,107,53,119,0
Trevor Zegras,2024/25,12,20,32,-8,23,4,0,1,98,50,27,68
Rasmus Andersson,2024/25,11,20,31,-38,60,9,0,1,163,36,196,0
Simon Edvinsson,2024/25,7,24,31,12,67,0,1,3,86,86,144,0
Gustav Forsling,2024/25,11,20,31,33,16,1,2,1,195,83,89,0
Alex Iafallo,2024/25,15,16,31,21,15,10,0,2,109,53,61,12
Mike Matheson,2024/25,6,25,31,-6,51,10,1,1,149,60,168,0
Ryan McDonagh,2024/25,4,27,31,43,22,1,3,2,78,23,152,0
Ryan Poehling,2024/25,12,19,31,-4,16,3,1,1,71,26,79,375
Nicolas Roy,2024/25,15,16,31,-4,43,4,0,3,107,72,47,371
Mackie Samoskevich,2024/25,15,16,31,-4,12,11,0,5,129,134,32,0
Scott Laughton,2024/25,13,18,31,-18,32,0,2,2,125,178,54,253
Scott Laughton,2024/25,11,16,27,-17,21,0,2,1,105,129,33,189
Scott Laughton,2024/25,2,2,4,-1,11,0,0,1,20,49,21,64
Yanni Gourde,2024/25,7,24,31,-1,52,1,0,2,75,109,36,267
Yanni Gourde,2024/25,6,11,17,-5,36,0,0,1,40,59,26,191
Yanni Gourde,2024/25,1,13,14,4,16,1,0,1,35,50,10,76
Connor Brown,2024/25,13,17,30,9,10,0,2,4,123,19,37,16
Vladislav Gavrikov,2024/25,5,25,30,26,28,0,1,0,112,50,140,0
Keegan Kolesar,2024/25,12,18,30,3,53,0,1,3,88,237,49,6
Chris Kreider,2024/25,22,8,30,-5,24,7,4,6,152,79,26,27
Kris Letang,2024/25,9,21,30,-15,52,12,1,0,164,120,100,0
Corey Perry,2024/25,19,11,30,12,61,7,0,4,100,36,26,17
Rasmus Sandin,2024/25,4,26,30,13,23,5,0,0,78,91,122,0
Travis Sanheim,2024/25,8,22,30,-6,40,2,2,0,139,84,170,0
Alex Vlasic,2024/25,4,26,30,-23,12,12,1,0,103,59,157,0
Brandon Saad,2024/25,13,17,30,-8,6,3,0,1,127,12,21,7
Brandon Saad,2024/25,7,9,16,-14,6,2,0,0,75,7,11,3
Brandon Saad,2024/25,6,8,14,6,0,1,0,1,52,5,10,4
Joel Armia,2024/25,11,18,29,-2,16,3,3,1,104,87,35,3
Philip Broberg,2024/25,8,21,29,21,16,2,0,2,97,43,103,0
Brent Burns,2024/25,6,23,29,7,28,3,0,0,174,11,98,0
Ross Colton,2024/25,16,13,29,-1,18,7,0,3,125,145,42,39
Oliver Ekman-Larsson,2024/25,4,25,29,14,52,4,0,1,118,108,83,0
Joel Eriksson Ek,2024/25,14,15,29,9,22,10,0,1,140,82,36,408
Brock Faber,2024/25,10,19,29,-2,23,10,1,1,124,36,115,0
Marcus Foligno,2024/25,14,15,29,7,75,0,0,1,91,253,49,7
William Karlsson,2024/25,9,20,29,17,4,6,2,4,119,20,37,410
Michael Kesselring,2024/25,7,22,29,4,89,3,0,1,150,87,67,0
Victor Olofsson,2024/25,15,14,29,17,16,8,0,4,109,26,19,1
Jeff Skinner,2024/25,16,13,29,1,26,2,0,1,144,45,23,22
Danton Heinen,2024/25,9,20,29,2,31,2,1,0,81,81,37,18
Danton Heinen,2024/25,6,12,18,-1,31,2,0,0,44,50,25,14
Danton Heinen,2024/25,3,8,11,3,0,0,1,0,37,31,12,4
Marcus Pettersson,2024/25,4,25,29,6,45,0,1,1,70,80,144,0
Marcus Pettersson,2024/25,3,15,18,-2,25,0,1,1,43,57,83,0
Marcus Pettersson,2024/25,1,10,11,8,20,0,0,0,27,23,61,0
Zach Benson,2024/25,10,18,28,-2,60,4,0,0,120,35,29,4
Alexander Kerfoot,2024/25,11,17,28,-5,14,1,2,1,100,59,67,259
Peyton Krebs,2024/25,10,18,28,1,60,1,1,0,80,136,32,326
Adam Larsson,2024/25,7,21,28,22,31,0,0,1,112,104,148,0
Andrew Mangiapane,2024/25,14,14,28,0,24,4,1,3,95,74,30,5
Dmitry Orlov,2024/25,6,22,28,16,24,1,0,2,117,101,60,0
Ondřej Palát,2024/25,15,13,28,-5,12,4,1,3,96,124,58,4
Jordan Spence,2024/25,4,24,28,23,16,5,0,0,86,80,77,0
Kevin Stenlund,2024/25,14,14,28,-6,40,0,1,1,102,50,64,624
Gustav Nyquist,2024/25,11,17,28,-24,16,3,2,0,103,44,30,11
Gustav Nyquist,2024/25,9,12,21,-20,12,1,1,0,71,29,22,11
Gustav Nyquist,2024/25,2,5,7,-4,4,2,1,0,32,15,8,0
Michael Amadio,2024/25,11,16,27,12,18,1,0,2,85,108,44,49
Josh Anderson,2024/25,15,12,27,-2,90,0,1,1,109,176,39,29
Viktor Arvidsson,2024/25,15,12,27,-3,24,3,0,2,158,32,23,17
Nic Dowd,2024/25,14,13,27,7,56,0,2,3,86,128,82,596
Adam Henrique,2024/25,12,15,27,2,16,6,1,3,104,58,85,562
Jack McBain,2024/25,13,14,27,8,78,3,0,1,90,291,50,229
K'Andre Miller,2024/25,7,20,27,0,22,2,0,1,110,107,110,0
Tanner Pearson,2024/25,12,15,27,4,8,0,1,2,109,96,45,6
Taylor Raddysh,2024/25,7,20,27,-7,18,1,0,1,93,59,28,9
Jaccob Slavin,2024/25,6,21,27,16,8,0,3,2,110,21,136,0
Connor Zary,2024/25,13,14,27,-7,14,9,0,2,111,26,26,90
Teddy Blueger,2024/25,8,18,26,-7,39,0,0,0,94,104,43,510
Jordan Eberle,2024/25,9,17,26,0,14,5,0,1,66,13,25,7
Dante Fabbro,2024/25,9,17,26,20,40,0,0,3,89,67,143,0
Dante Fabbro,2024/25,0,0,0,-3,0,0,0,0,7,1,7,0
Dante Fabbro,2024/25,9,17,26,23,40,0,0,3,82,66,136,0
Adam Gaudette,2024/25,19,7,26,12,12,3,0,4,90,68,28,176
Ryan Hartman,2024/25,11,15,26,-7,75,7,0,1,158,73,41,282
Esa Lindell,2024/25,5,21,26,34,14,1,0,0,99,50,170,0
Frank Nazar,2024/25,12,14,26,-11,24,4,2,2,91,30,35,170
Alex Newhook,2024/25,15,11,26,-21,24,4,0,3,118,89,32,239
Filip Chytil,2024/25,13,13,26,-7,18,5,0,1,133,19,13,264
Filip Chytil,2024/25,11,9,20,4,14,3,0,1,89,12,9,184
Filip Chytil,2024/25,2,4,6,-11,4,2,0,0,44,7,4,80
Mavrik Bourque,2024/25,11,14,25,6,8,3,0,1,80,46,37,161
Ryker Evans,2024/25,5,20,25,-12,30,3,0,0,59,123,106,0
Martin Fehérváry,2024/25,5,20,25,18,25,0,2,0,76,139,150,0
Miro Heiskanen,2024/25,5,20,25,7,10,7,0,0,108,17,85,0
Nils Höglander,2024/25,8,17,25,5,30,1,0,2,83,76,23,0
Brett Kulak,2024/25,7,18,25,-7,18,0,0,0,135,28,118,0
Martin Pospisil,2024/25,4,21,25,3,84,4,0,0,114,301,26,71
Damon Severson,2024/25,6,19,25,5,47,0,0,1,91,43,104,0
Sam Steel,2024/25,6,19,25,-6,31,0,3,1,89,60,26,214
Alex Turcotte,2024/25,9,16,25,6,20,1,0,2,79,46,30,55
Anthony Beauvillier,2024/25,15,10,25,2,14,1,1,0,149,139,36,11
Anthony Beauvillier,2024/25,13,7,20,-1,14,1,1,0,120,108,26,4
Anthony Beauvillier,2024/25,2,3,5,3,0,0,0,0,29,31,10,7
Joel Farabee,2024/25,11,14,25,-17,34,4,0,1,151,94,50,18
Joel Farabee,2024/25,8,11,19,-12,26,3,0,0,99,55,34,11
Joel Farabee,2024/25,3,3,6,-5,8,1,0,1,52,39,16,7
Alexandre Carrier,2024/25,3,22,25,-10,40,0,1,0,82,75,169,0
Alexandre Carrier,2024/25,1,6,7,-14,12,0,1,0,23,31,49,0
Alexandre Carrier,2024/25,2,16,18,4,28,0,0,0,59,44,120,0
Drew O'Connor,2024/25,10,15,25,-16,34,2,2,2,117,83,57,48
Drew O'Connor,2024/25,6,10,16,-14,16,2,1,1,82,51,40,38
Drew O'Connor,2024/25,4,5,9,-2,18,0,1,1,35,32,17,10
Michael Anderson,2024/25,6,18,24,17,28,0,0,0,84,119,124,0
Jonatan Berggren,2024/25,12,12,24,-13,14,5,0,1,88,41,16,5
Samuel Girard,2024/25,3,21,24,7,14,1,0,2,95,62,111,0
Jiri Kulich,2024/25,15,9,24,-4,18,0,0,3,134,40,36,254
Eetu Luostarinen,2024/25,9,15,24,12,28,1,2,3,87,183,60,33
Tyler Myers,2024/25,6,18,24,2,74,1,2,0,87,87,125,0
Vasily Podkolzin,2024/25,8,16,24,1,48,0,0,2,114,211,53,14
Matt Roy,2024/25,3,21,24,18,25,0,0,0,84,114,113,0
Philip Tomasino,2024/25,11,13,24,-10,8,8,0,6,104,63,23,5
Philip Tomasino,2024/25,0,1,1,0,0,0,0,0,17,10,3,4
Philip Tomasino,2024/25,11,12,23,-10,8,8,0,6,87,53,20,1
Cody Ceci,2024/25,4,20,24,6,24,0,1,2,90,76,155,0
Cody Ceci,2024/25,4,11,15,-9,14,0,0,2,60,52,100,0
Cody Ceci,2024/25,0,9,9,15,10,0,1,0,30,24,55,0
Jesper Boqvist,2024/25,12,11,23,-4,14,0,1,3,87,191,27,71
Andrew Copp,2024/25,10,13,23,4,8,1,1,2,68,9,35,318
Kevin Hayes,2024/25,13,10,23,-15,8,7,1,1,98,52,11,237
Joel Kiviranta,2024/25,16,7,23,15,20,0,1,2,84,114,38,23
Charlie McAvoy,2024/25,7,16,23,0,46,4,1,2,98,89,81,0
Jake McCabe,2024/25,2,21,23,23,40,0,1,0,74,118,135,0
Ryan Pulock,2024/25,5,18,23,2,16,2,2,1,97,100,155,0
Mason Appleton,2024/25,10,12,22,7,22,1,0,3,107,76,29,10
Paul Cotter,2024/25,16,6,22,-14,62,0,0,2,90,245,32,41
Kirby Dach,2024/25,10,12,22,-29,40,7,0,2,84,100,36,96
Niko Mikkola,2024/25,6,16,22,12,70,0,0,0,116,137,88,0
Thomas Novak,2024/25,13,9,22,-7,4,5,0,2,92,6,26,94
Thomas Novak,2024/25,13,9,22,-5,4,5,0,2,88,6,21,92
Thomas Novak,2024/25,0,0,0,-2,0,0,0,0,4,0,5,2
Lukas Reichel,2024/25,8,14,22,-16,12,2,0,1,72,24,29,142
Nicholas Robertson,2024/25,15,7,22,-1,16,2,0,3,112,79,33,3
Nikita Zadorov,2024/25,4,18,22,25,145,0,2,0,105,219,107,0
Justin Brazeau,2024/25,11,11,22,-9,18,5,0,3,89,123,38,3
Justin Brazeau,2024/25,10,10,20,-6,16,5,0,2,78,89,26,3
Justin Brazeau,2024/25,1,1,2,-3,2,0,0,1,11,34,12,0
Ryan Lindgren,2024/25,4,18,22,0,40,0,2,0,63,80,128,0
Ryan Lindgren,2024/25,2,17,19,1,36,0,2,0,42,59,102,0
Ryan Lindgren,2024/25,2,1,3,-1,4,0,0,0,21,21,26,0
Brandon Tanev,2024/25,10,12,22,-12,16,0,0,0,99,168,105,7
Brandon Tanev,2024/25,9,8,17,-12,10,0,0,0,85,122,91,7
Brandon Tanev,2024/25,1,4,5,0,6,0,0,0,14,46,14,0
Brian Dumoulin,2024/25,3,19,22,-1,14,0,0,1,69,74,109,0
Brian Dumoulin,2024/25,2,14,16,2,10,0,0,0,57,60,91,0
Brian Dumoulin,2024/25,1,5,6,-3,4,0,0,1,12,14,18,0
Lars Eller,2024/25,10,12,22,-5,36,1,0,0,104,57,35,392
Lars Eller,2024/25,4,3,7,-4,10,0,0,0,27,17,9,103
Lars Eller,2024/25,6,9,15,-1,26,1,0,0,77,40,26,289
Cody Glass,2024/25,6,16,22,-5,16,2,0,1,91,53,38,242
Cody Glass,2024/25,4,11,15,-9,12,2,0,1,78,43,31,178
Cody Glass,2024/25,2,5,7,4,4,0,0,0,13,10,7,64
Erik Černák,2024/25,3,18,21,29,50,0,2,0,64,157,99,0
Justin Danforth,2024/25,9,12,21,-6,18,1,1,1,94,126,49,327
Brandon Duhaime,2024/25,9,12,21,3,98,0,1,1,83,165,65,18
Garnet Hathaway,2024/25,10,11,21,5,58,0,2,1,80,257,61,7
Erik Haula,2024/25,11,10,21,-6,39,5,0,1,110,101,35,378
Nick Jensen,2024/25,3,18,21,18,6,0,0,0,77,55,95,0
Jacob Middleton,2024/25,8,13,21,11,40,0,0,0,97,99,157,0
Logan O'Connor,2024/25,10,11,21,-4,26,0,1,1,89,68,50,27
Adam Pelech,2024/25,0,21,21,4,32,1,0,0,109,73,87,0
Michael Rasmussen,2024/25,11,10,21,-12,24,4,0,1,99,141,59,91
Braden Schneider,2024/25,6,15,21,9,18,0,2,1,95,146,145,0
Tyler Seguin,2024/25,9,12,21,15,4,3,0,2,46,5,6,92
Colton Sissons,2024/25,7,14,21,-12,22,1,0,0,80,100,67,342
Trevor van Riemsdyk,2024/25,1,20,21,20,34,0,0,0,80,10,151,0
Kevin Bahl,2024/25,3,17,20,-6,35,1,0,0,82,109,116,0
Mathew Barzal,2024/25,6,14,20,10,4,4,0,1,78,24,24,22
Jonas Brodin,2024/25,4,16,20,10,18,0,1,1,71,27,104,0
Sam Carrick,2024/25,6,14,20,5,58,0,3,2,84,137,42,375
Jamie Drysdale,2024/25,7,13,20,-32,22,7,0,1,63,18,102,0
Joel Edmundson,2024/25,6,14,20,25,22,1,0,1,91,100,108,0
Gage Goncalves,2024/25,8,12,20,7,14,2,0,1,61,71,20,3
Blake Lizotte,2024/25,11,9,20,-4,26,1,1,1,51,60,29,177
Brayden McNabb,2024/25,5,15,20,42,32,0,2,0,97,131,167,0
Alexander Romanov,2024/25,4,16,20,5,20,0,1,0,100,147,165,0
Dylan Samberg,2024/25,6,14,20,34,26,1,0,2,95,56,120,0
Nick Seeler,2024/25,3,17,20,10,36,0,0,1,82,125,200,0
Oskar Sundqvist,2024/25,6,14,20,-6,32,7,0,0,60,78,53,260
Olen Zellweger,2024/25,7,13,20,1,20,5,0,0,130,37,72,0
Nikolai Kovalenko,2024/25,7,13,20,-9,16,4,0,0,45,84,24,2
Nikolai Kovalenko,2024/25,4,4,8,-7,10,2,0,0,27,34,13,0
Nikolai Kovalenko,2024/25,3,9,12,-2,6,2,0,0,18,50,11,2
Nick Bjugstad,2024/25,8,11,19,-2,16,1,0,0,115,104,29,207
Jonny Brodzinski,2024/25,12,7,19,6,4,0,0,2,73,27,19,81
Michael Carcone,2024/25,7,12,19,-7,36,2,0,0,75,48,11,5
Tony DeAngelo,2024/25,4,15,19,-11,10,4,0,1,76,17,42,0
Dylan DeMelo,2024/25,3,16,19,31,38,0,0,2,75,137,112,0
Josh Doan,2024/25,7,12,19,-2,8,4,0,1,88,45,14,35
Pontus Holmberg,2024/25,7,12,19,4,27,1,1,0,68,46,53,139
Boone Jenner,2024/25,7,12,19,3,4,3,1,1,70,43,18,105
Parker Kelly,2024/25,8,11,19,-1,29,0,2,2,99,161,72,302
Steven Lorentz,2024/25,8,11,19,6,9,0,1,5,76,199,55,12
Pat Maroon,2024/25,5,14,19,-13,97,1,0,1,73,102,9,36
Emil Martinsen Lilleberg,2024/25,1,18,19,-1,105,0,1,1,46,114,61,0
Pavel Mintyukov,2024/25,5,14,19,-4,20,3,0,0,69,81,92,0
Connor Murphy,2024/25,2,17,19,-2,52,0,1,0,84,117,160,0
Nicklaus Perbix,2024/25,6,13,19,8,20,0,0,1,66,50,67,0
Rasmus Ristolainen,2024/25,4,15,19,3,14,3,0,2,100,97,94,0
Nate Schmidt,2024/25,5,14,19,4,30,4,0,0,70,82,71,0
Jakob Pelletier,2024/25,7,12,19,7,10,0,0,1,54,47,19,13
Jakob Pelletier,2024/25,4,7,11,10,6,0,0,1,30,23,14,5
Jakob Pelletier,2024/25,3,5,8,-3,4,0,0,0,24,24,5,8
Uvis Balinskis,2024/25,4,14,18,-7,27,4,0,0,92,83,55,0
Mitchell Chaffee,2024/25,12,6,18,-3,21,4,0,2,68,133,21,4
Jalen Chatfield,2024/25,7,11,18,22,54,0,1,2,114,64,64,0
Lawson Crouse,2024/25,12,6,18,-4,39,1,0,2,126,193,46,19
Kaiden Guhle,2024/25,6,12,18,6,47,0,1,1,71,104,124,0
Erik Gustafsson,2024/25,2,16,18,-19,20,9,0,0,67,28,44,0
Emil Heineman,2024/25,10,8,18,-6,20,5,0,0,64,173,24,1
Mattias Janmark,2024/25,2,16,18,-6,22,0,3,0,51,45,35,97
Luke Kunin,2024/25,11,7,18,-28,55,0,0,0,112,187,77,186
Luke Kunin,2024/25,11,7,18,-24,46,0,0,0,95,163,64,181
Luke Kunin,2024/25,0,0,0,-4,9,0,0,0,17,24,13,5
Olli Määttä,2024/25,2,16,18,7,16,0,0,0,73,25,124,0
Olli Määttä,2024/25,0,0,0,0,0,0,0,0,3,3,7,0
Olli Määttä,2024/25,2,16,18,7,16,0,0,0,70,22,117,0
Matias Maccelli,2024/25,8,10,18,-13,8,3,0,0,86,6,10,6
Chris Tanev,2024/25,3,15,18,31,24,0,1,0,43,20,189,0
Alexey Toropchenko,2024/25,4,14,18,-1,25,0,0,1,90,223,53,4
Craig Smith,2024/25,9,9,18,-9,34,2,0,1,90,56,31,8
Craig Smith,2024/25,9,7,16,-7,28,2,0,1,74,30,20,7
Craig Smith,2024/25,0,2,2,-2,6,0,0,0,16,26,11,1
Jack Drury,2024/25,8,10,18,1,22,2,0,2,93,45,50,431
Jack Drury,2024/25,3,6,9,1,12,1,0,1,60,17,24,238
Jack Drury,2024/25,5,4,9,0,10,1,0,1,33,28,26,193
Zach Aston-Reese,2024/25,6,11,17,-15,27,0,0,1,101,179,58,2
Colin Blackwell,2024/25,6,11,17,4,16,1,3,0,63,84,23,151
Casey Cizikas,2024/25,7,10,17,-13,51,1,1,1,97,202,66,337
Ian Cole,2024/25,1,16,17,-2,77,0,1,0,66,106,211,0
Drew Doughty,2024/25,4,13,17,9,20,6,1,1,46,26,45,0
Mario Ferraro,2024/25,5,12,17,-25,53,0,1,1,79,150,125,0
A.J. Greer,2024/25,6,11,17,4,130,0,1,3,86,222,30,16
Cole Koepke,2024/25,10,7,17,1,17,0,0,2,85,177,26,0
Johnathan Kovacevic,2024/25,1,16,17,10,72,0,0,1,76,102,99,0
Sean Kuraly,2024/25,6,11,17,-4,40,0,0,0,88,163,45,316
Brett Leason,2024/25,5,12,17,-2,22,2,0,0,79,64,44,23
Timothy Liljegren,2024/25,6,11,17,-25,38,4,0,0,102,64,111,0
Timothy Liljegren,2024/25,0,0,0,0,2,0,0,0,0,0,2,0
Timothy Liljegren,2024/25,6,11,17,-25,36,4,0,0,102,64,109,0
Jamie Oleksiak,2024/25,4,13,17,-2,34,0,0,1,66,74,159,0
Andrew Peeke,2024/25,1,16,17,-10,15,0,2,0,80,105,126,0
Brett Pesce,2024/25,3,14,17,-5,29,0,1,0,99,24,138,0
Fedor Svechkov,2024/25,8,9,17,-17,14,5,0,2,64,32,24,123
Tomáš Tatar,2024/25,7,10,17,-7,20,3,0,0,66,56,19,10
Cameron York,2024/25,4,13,17,-8,26,0,0,1,65,60,126,0
Joe Veleno,2024/25,8,9,17,-23,17,0,0,0,75,139,44,201
Joe Veleno,2024/25,5,5,10,-14,13,0,0,0,50,93,32,136
Joe Veleno,2024/25,3,4,7,-9,4,0,0,0,25,46,12,65
Mark Jankowski,2024/25,12,5,17,4,33,0,0,1,66,27,34,219
Mark Jankowski,2024/25,4,5,9,0,15,0,0,0,45,23,20,113
Mark Jankowski,2024/25,8,0,8,4,18,0,0,1,21,4,14,106
Oskar Back,2024/25,4,12,16,1,8,0,1,0,44,28,35,90
Nick Blankenburg,2024/25,4,12,16,-2,24,6,0,2,84,53,74,0
Zach Bogosian,2024/25,4,12,16,-6,43,0,0,0,79,81,80,0
Connor Clifton,2024/25,1,15,16,-6,45,0,3,0,63,208,116,0
Jason Dickinson,2024/25,7,9,16,-11,38,0,0,0,56,102,53,453
Brenden Dillon,2024/25,2,14,16,8,67,0,1,0,48,191,108,0
Robby Fabbri,2024/25,8,8,16,-6,20,0,0,0,65,58,29,71
Radko Gudas,2024/25,1,15,16,4,86,0,0,0,89,261,178,0
David Perron,2024/25,9,7,16,-7,12,6,0,2,71,72,9,6
Nathan Walker,2024/25,8,8,16,-5,63,0,1,0,72,281,61,82
Sean Walker,2024/25,5,11,16,-7,46,0,0,0,145,91,90,0
Urho Vaakanainen,2024/25,2,14,16,8,18,0,0,0,42,19,49,0
Urho Vaakanainen,2024/25,0,1,1,0,2,0,0,0,3,0,7,0
Urho Vaakanainen,2024/25,2,13,15,8,16,0,0,0,39,19,42,0
Michael Eyssimont,2024/25,9,7,16,1,63,0,0,2,142,110,23,6
Michael Eyssimont,2024/25,5,5,10,0,44,0,0,1,98,82,19,1
Michael Eyssimont,2024/25,4,2,6,1,19,0,0,1,44,28,4,5
Juuso Pärssinen,2024/25,6,10,16,-5,19,1,0,0,30,86,29,92
Juuso Pärssinen,2024/25,2,3,5,-8,0,1,0,0,11,28,9,36
Juuso Pärssinen,2024/25,2,4,6,2,8,0,0,0,15,41,6,29
Juuso Pärssinen,2024/25,2,3,5,1,11,0,0,0,4,17,14,27
Morgan Barron,2024/25,8,7,15,8,16,0,2,0,92,122,38,85
Yegor Chinakhov,2024/25,7,8,15,-6,4,5,0,1,68,47,10,0
Nick Cousins,2024/25,6,9,15,-1,41,0,0,0,68,85,26,1
Pierre Engvall,2024/25,8,7,15,-7,16,0,0,2,93,47,12,10
Radek Faksa,2024/25,5,10,15,-2,30,0,0,1,68,115,50,432
Trent Frederic,2024/25,8,7,15,-16,44,3,0,0,78,157,29,93
Trent Frederic,2024/25,8,7,15,-14,44,3,0,0,76,155,29,93
Trent Frederic,2024/25,0,0,0,-2,0,0,0,0,2,2,0,0
Zachary L'Heureux,2024/25,5,10,15,-6,63,1,0,0,78,198,25,0
Isac Lundeström,2024/25,4,11,15,-12,10,1,0,1,60,48,68,442
Sam Malinski,2024/25,5,10,15,8,16,1,0,0,115,57,107,0
Josh Manson,2024/25,1,14,15,-6,28,1,1,0,65,105,59,0
Colin Miller,2024/25,4,11,15,10,38,2,0,0,68,84,50,0
David Savard,2024/25,1,14,15,-8,36,0,0,0,48,56,180,0
Ryan Suter,2024/25,2,13,15,7,24,0,1,0,62,39,109,0
Yakov Trenin,2024/25,7,8,15,-1,54,0,2,2,85,241,32,21
Egor Zamula,2024/25,3,12,15,-14,6,0,0,1,37,24,91,0
William Borgen,2024/25,5,10,15,-4,42,0,1,0,81,122,117,0
William Borgen,2024/25,1,1,2,-13,9,0,0,0,24,48,37,0
William Borgen,2024/25,4,9,13,9,33,0,1,0,57,74,80,0
Conor Timmins,2024/25,3,12,15,11,30,0,0,0,69,55,90,0
Conor Timmins,2024/25,2,6,8,2,24,0,0,0,51,40,77,0
Conor Timmins,2024/25,1,6,7,9,6,0,0,0,18,15,13,0
Conor Geekie,2024/25,8,6,14,-4,16,2,0,3,60,97,25,73
Mathieu Joseph,2024/25,4,10,14,-6,28,0,1,0,69,121,36,33
Dakota Joshua,2024/25,7,7,14,-13,38,2,1,0,52,193,29,23
Mark Kastelic,2024/25,5,9,14,-3,106,0,0,0,67,218,39,199
Philipp Kurashev,2024/25,7,7,14,-28,14,1,0,1,54,30,16,97
Ilya Lyubushkin,2024/25,1,13,14,5,32,0,0,0,51,84,136,0
John Marino,2024/25,1,13,14,1,2,0,0,0,29,9,46,0
Michael McCarron,2024/25,5,9,14,-21,102,0,0,1,80,149,61,502
J.J. Moser,2024/25,2,12,14,20,22,1,1,0,48,34,70,0
Mattias Samuelsson,2024/25,4,10,14,3,22,1,0,1,52,105,93,0
Logan Stanley,2024/25,1,13,14,9,78,0,0,0,49,88,76,0
Kasperi Kapanen,2024/25,6,8,14,-22,16,0,0,2,66,88,14,39
Kasperi Kapanen,2024/25,1,0,1,-6,2,0,0,1,11,15,1,0
Kasperi Kapanen,2024/25,5,8,13,-16,14,0,0,1,55,73,13,39
Nico Sturm,2024/25,7,7,14,-6,20,0,1,1,59,107,34,248
